condition,split,protein,protein_length,eligible_start_index_0based,eligible_end_index_0based_exclusive,terminal_exclusion_used,n_flexibility_supporting_bands,n_rigidity_supporting_bands,n_total_bands,profile_identity_max_abs_error
esm2_top4_bilstm_attn,train,1xty_B,120,1,119,0,4,4,8,5.931384272628293e-09
esm2_top4_bilstm_attn,train,1xvg_E,170,1,169,0,3,4,7,1.923659231906072e-09
esm2_top4_bilstm_attn,train,1xwl_A,580,1,579,0,15,14,29,8.40914948785354e-10
esm2_top4_bilstm_attn,train,1y0n_A,78,1,77,0,1,2,3,4.857529489754597e-09
esm2_top4_bilstm_attn,train,1y6i_A,233,1,232,0,7,6,13,2.6275803755027027e-09
esm2_top4_bilstm_attn,train,1y7t_B,327,1,326,0,8,9,17,1.8682144720116867e-09
esm2_top4_bilstm_attn,train,1yoe_A,322,1,321,0,9,9,18,1.99224636787676e-09
esm2_top4_bilstm_attn,train,1yoz_B,116,1,115,0,2,2,4,3.862397179865695e-09
esm2_top4_bilstm_attn,train,1ypy_A,184,1,183,0,4,3,7,3.6184468754640875e-09
esm2_top4_bilstm_attn,train,1yqe_A,282,1,281,0,9,10,19,1.3774622553697213e-09
esm2_top4_bilstm_attn,train,1z1l_A,345,1,344,0,7,9,16,1.8426846715158263e-09
esm2_top4_bilstm_attn,train,1z21_A,112,1,111,0,3,2,5,4.472303194447136e-09
esm2_top4_bilstm_attn,train,1z2u_A,150,1,149,0,3,3,6,1.7307679733846726e-09
esm2_top4_bilstm_attn,train,1zdy_A,307,1,306,0,10,10,20,1.5400019037770107e-09
esm2_top4_bilstm_attn,train,1zn6_A,227,1,226,0,7,7,14,3.773493073566669e-09
esm2_top4_bilstm_attn,train,1zos_C,230,1,229,0,5,5,10,2.0565018576945704e-09
esm2_top4_bilstm_attn,train,1zpe_A,314,1,313,0,7,6,13,1.319060194404642e-09
esm2_top4_bilstm_attn,train,1zt5_A,80,1,79,0,3,3,6,6.8650907181222465e-09
esm2_top4_bilstm_attn,train,1zxx_A,319,1,318,0,9,8,17,1.0679674922187132e-09
esm2_top4_bilstm_attn,train,2abk_A,211,1,210,0,5,5,10,2.8393660755909877e-09
esm2_top4_bilstm_attn,train,2ad6_A,571,1,570,0,13,12,25,6.575625599580803e-10
esm2_top4_bilstm_attn,train,2ad6_D,69,1,68,0,0,1,1,3.1426310442839167e-09
esm2_top4_bilstm_attn,train,2ahn_A,222,1,221,0,7,6,13,3.0209124091129524e-09
esm2_top4_bilstm_attn,train,2aib_A,98,1,97,0,3,2,5,5.95837601480298e-09
esm2_top4_bilstm_attn,train,2aj7_A,163,1,162,0,4,3,7,2.2962504953039087e-09
esm2_top4_bilstm_attn,train,2at8_X,184,1,183,0,6,5,11,3.2960985052454816e-09
esm2_top4_bilstm_attn,train,2au3_A,407,1,406,0,11,10,21,1.8137454871336445e-09
esm2_top4_bilstm_attn,train,2au7_A,175,1,174,0,5,5,10,5.4485977951657105e-09
esm2_top4_bilstm_attn,train,2b0a_A,186,1,185,0,5,4,9,1.9001716866640095e-09
esm2_top4_bilstm_attn,train,2b3y_A,888,1,887,0,21,21,42,5.318878948390449e-10
esm2_top4_bilstm_attn,train,2b7r_A,571,1,570,0,10,8,18,1.3851660929375953e-09
esm2_top4_bilstm_attn,train,2b97_A,71,1,70,0,3,2,5,4.0916940946544855e-09
esm2_top4_bilstm_attn,train,2b9d_A,52,1,51,0,1,1,2,3.3696982981723522e-09
esm2_top4_bilstm_attn,train,2bf6_A,449,1,448,0,13,12,25,1.0356843160863605e-09
esm2_top4_bilstm_attn,train,2bjq_A,345,1,344,0,12,11,23,1.4371384082778604e-09
esm2_top4_bilstm_attn,train,2bk9_A,153,1,152,0,3,2,5,6.433324983845523e-09
esm2_top4_bilstm_attn,train,2bko_A,205,1,204,0,3,3,6,6.008787245548319e-09
esm2_top4_bilstm_attn,train,2bo1_A,101,1,100,0,3,3,6,5.533037139571206e-09
esm2_top4_bilstm_attn,train,2bti_A,63,1,62,0,2,1,3,9.408473999883427e-09
esm2_top4_bilstm_attn,train,2bw3_B,84,1,83,0,3,2,5,3.6979956874461095e-09
esm2_top4_bilstm_attn,train,2cb5_A,453,1,452,0,11,9,20,2.0058301686276536e-09
esm2_top4_bilstm_attn,train,2cfe_A,162,1,161,0,4,4,8,4.210414239480542e-09
esm2_top4_bilstm_attn,train,2cg7_A,90,1,89,0,4,3,7,8.369653414774803e-09
esm2_top4_bilstm_attn,train,2cwy_A,94,1,93,0,3,2,5,3.2015239348481828e-09
esm2_top4_bilstm_attn,train,2cxi_B,348,1,347,0,7,7,14,1.6353378651245976e-09
esm2_top4_bilstm_attn,train,2d28_C,149,1,148,0,3,3,6,2.7174743566504844e-09
esm2_top4_bilstm_attn,train,2d5b_A,500,1,499,0,13,13,26,8.370527604384392e-10
esm2_top4_bilstm_attn,train,2db7_A,64,1,63,0,2,2,4,7.290787529257159e-09
esm2_top4_bilstm_attn,train,2dlb_A,80,1,79,0,2,1,3,4.588468494048925e-09
esm2_top4_bilstm_attn,train,2dt4_A,143,1,142,0,4,3,7,3.747639976126038e-09
esm2_top4_bilstm_attn,train,2dt8_A,280,1,279,0,8,9,17,1.7038213062647856e-09
esm2_top4_bilstm_attn,train,2dtr_A,226,1,225,0,4,4,8,3.927445035856181e-09
esm2_top4_bilstm_attn,train,2dwk_A,180,1,179,0,3,4,7,1.3063181647510191e-09
esm2_top4_bilstm_attn,train,2e6x_A,69,1,68,0,2,2,4,5.584212203757488e-09
esm2_top4_bilstm_attn,train,2e7z_A,727,1,726,0,20,18,38,4.965472477636013e-10
esm2_top4_bilstm_attn,train,2e8e_A,132,1,131,0,4,3,7,8.513023841416612e-09
esm2_top4_bilstm_attn,train,2ebb_A,101,1,100,0,2,2,4,4.029465650035036e-09
esm2_top4_bilstm_attn,train,2ed6_A,170,1,169,0,5,4,9,1.0752727597207468e-09
esm2_top4_bilstm_attn,train,2end_A,138,1,137,0,2,2,4,3.7402489994065036e-09
esm2_top4_bilstm_attn,train,2erl_A,40,1,39,0,1,0,1,5.496657795589499e-09
esm2_top4_bilstm_attn,train,2es9_A,115,1,114,0,2,2,4,3.790890268362546e-09
esm2_top4_bilstm_attn,train,2f5t_X,233,1,232,0,6,6,12,3.0890221491830516e-09
esm2_top4_bilstm_attn,train,2f60_K,64,1,63,0,1,2,3,5.542367453870156e-09
esm2_top4_bilstm_attn,train,2f6e_A,127,1,126,0,5,4,9,2.436422619211953e-09
esm2_top4_bilstm_attn,train,2fb5_A,205,1,204,0,4,5,9,3.3267442134388148e-09
esm2_top4_bilstm_attn,train,2fef_B,294,1,293,0,5,5,10,1.5830772248648373e-09
esm2_top4_bilstm_attn,train,2fhz_A,109,1,108,0,2,2,4,4.169530165576418e-09
esm2_top4_bilstm_attn,train,2fip_A,115,1,114,0,2,2,4,3.549363247756787e-09
esm2_top4_bilstm_attn,train,2fj8_A,125,1,124,0,6,3,9,5.6608158160997846e-09
esm2_top4_bilstm_attn,train,2fma_A,59,1,58,0,2,1,3,5.697232019485909e-09
esm2_top4_bilstm_attn,train,2fp1_A,166,1,165,0,2,3,5,1.925471337926865e-09
esm2_top4_bilstm_attn,train,2ftx_A,90,1,89,0,3,3,6,5.702105454474804e-09
esm2_top4_bilstm_attn,train,2fyg_A,128,1,127,0,5,4,9,1.1249197129359345e-09
esm2_top4_bilstm_attn,train,2fzp_A,144,1,143,0,4,3,7,1.7908590166371141e-09
esm2_top4_bilstm_attn,train,2g64_A,140,1,139,0,4,3,7,3.735987519348782e-09
esm2_top4_bilstm_attn,train,2g7o_A,70,1,69,0,1,1,2,4.88990870017858e-09
esm2_top4_bilstm_attn,train,2gc4_B,131,1,130,0,4,3,7,3.276845017552432e-09
esm2_top4_bilstm_attn,train,2gg2_A,263,1,262,0,6,6,12,2.69345967751633e-09
esm2_top4_bilstm_attn,train,2gh0_D,101,1,100,0,3,3,6,7.363767373647079e-09
esm2_top4_bilstm_attn,train,2gib_B,103,1,102,0,3,2,5,3.4070795074114812e-09
esm2_top4_bilstm_attn,train,2gke_A,274,1,273,0,9,8,17,2.349902050724495e-09
esm2_top4_bilstm_attn,train,2gkp_A,167,1,166,0,4,4,8,3.903972367602648e-09
esm2_top4_bilstm_attn,train,2glz_B,153,1,152,0,4,5,9,4.443414081123365e-09
esm2_top4_bilstm_attn,train,2gno_A,305,1,304,0,11,11,22,3.3960638745611504e-09
esm2_top4_bilstm_attn,train,2gpi_A,91,1,90,0,2,2,4,4.110452866967762e-09
esm2_top4_bilstm_attn,train,2gs5_A,198,1,197,0,5,5,10,5.900328226005058e-09
esm2_top4_bilstm_attn,train,2gwm_A,200,1,199,0,5,5,10,2.605969884328374e-09
esm2_top4_bilstm_attn,train,2gwn_A,452,1,451,0,11,10,21,1.1523346721276084e-09
esm2_top4_bilstm_attn,train,2h2z_A,306,1,305,0,9,9,18,1.976450336726998e-09
esm2_top4_bilstm_attn,train,2hba_A,52,1,51,0,1,1,2,4.20520684940584e-09
esm2_top4_bilstm_attn,train,2hhv_A,580,1,579,0,15,14,29,1.553776440843535e-09
esm2_top4_bilstm_attn,train,2hng_A,127,1,126,0,2,2,4,7.478841101971057e-09
esm2_top4_bilstm_attn,train,2hnu_A,81,1,80,0,3,1,4,6.4237362096264405e-09
esm2_top4_bilstm_attn,train,2hu9_A,130,1,129,0,3,3,6,2.828388634412704e-09
esm2_top4_bilstm_attn,train,2hxm_A,223,1,222,0,6,7,13,2.9989590810686195e-09
esm2_top4_bilstm_attn,train,2i2f_A,272,1,271,0,10,9,19,3.5607570225693053e-09
esm2_top4_bilstm_attn,train,2i5u_A,83,1,82,0,1,1,2,6.24559759465626e-09
esm2_top4_bilstm_attn,train,2i5v_O,251,1,250,0,9,8,17,4.325641178581918e-09
esm2_top4_bilstm_attn,train,2i7c_C,283,1,282,0,9,8,17,2.128568321602131e-09
esm2_top4_bilstm_attn,train,2i9x_A,87,1,86,0,3,3,6,5.398668179168453e-09
esm2_top4_bilstm_attn,train,2ia1_A,178,1,177,0,5,5,10,2.802226894971227e-09
esm2_top4_bilstm_attn,train,2iay_A,114,1,113,0,4,4,8,3.0994655730864906e-09
esm2_top4_bilstm_attn,train,2id6_A,202,1,201,0,5,5,10,2.0317256765878255e-09
esm2_top4_bilstm_attn,train,2igi_A,180,1,179,0,4,4,8,2.5691718752440806e-09
esm2_top4_bilstm_attn,train,2ii1_D,301,1,300,0,7,6,13,1.1275395062071425e-09
esm2_top4_bilstm_attn,train,2ims_A,171,1,170,0,4,4,8,2.121450126679747e-09
esm2_top4_bilstm_attn,train,2it2_B,200,1,199,0,3,4,7,2.5098449984994886e-09
esm2_top4_bilstm_attn,train,2ixm_A,303,1,302,0,7,7,14,1.7246699623996165e-09
esm2_top4_bilstm_attn,train,2j6a_A,141,1,140,0,3,3,6,4.7856747453778326e-09
esm2_top4_bilstm_attn,train,2j6b_A,109,1,108,0,3,2,5,3.113216573424893e-09
esm2_top4_bilstm_attn,train,2jdd_A,146,1,145,0,3,2,5,2.657840170172676e-09
esm2_top4_bilstm_attn,train,2jek_A,145,1,144,0,5,4,9,2.282493527516749e-09
esm2_top4_bilstm_attn,train,2jft_A,234,1,233,0,8,7,15,3.617734556371488e-09
esm2_top4_bilstm_attn,train,2jh3_B,474,1,473,0,13,13,26,1.6333663310774682e-09
esm2_top4_bilstm_attn,train,2jhf_B,374,1,373,0,12,12,24,1.6912004019431492e-09
esm2_top4_bilstm_attn,train,2jlq_A,451,1,450,0,11,10,21,1.2775078772619963e-09
esm2_top4_bilstm_attn,train,2lis_A,136,1,135,0,3,3,6,2.662090992089361e-09
esm2_top4_bilstm_attn,train,2nnu_A,205,1,204,0,5,4,9,2.1101875802287395e-09
esm2_top4_bilstm_attn,train,2nqw_A,93,1,92,0,2,2,4,9.002554257619977e-09
esm2_top4_bilstm_attn,train,2nsa_A,170,1,169,0,4,3,7,2.703177237606269e-09
esm2_top4_bilstm_attn,train,2nug_B,221,1,220,0,6,6,12,4.614139292868913e-09
esm2_top4_bilstm_attn,train,2nuk_A,141,1,140,0,3,2,5,4.4580517055692326e-09
esm2_top4_bilstm_attn,train,2nwv_A,114,1,113,0,4,4,8,2.7234746680093735e-09
esm2_top4_bilstm_attn,train,2o4t_A,100,1,99,0,3,3,6,7.522802825121744e-09
esm2_top4_bilstm_attn,train,2o6x_A,310,1,309,0,8,8,16,3.0929849792471487e-09
esm2_top4_bilstm_attn,train,2o74_F,174,1,173,0,5,5,10,1.9707890874798295e-09
esm2_top4_bilstm_attn,train,2o7o_A,207,1,206,0,5,4,9,2.974467894212296e-09
esm2_top4_bilstm_attn,train,2obl_A,347,1,346,0,8,8,16,2.6527955387933844e-09
esm2_top4_bilstm_attn,train,2oeb_A,155,1,154,0,3,2,5,3.3021909651154147e-09
esm2_top4_bilstm_attn,train,2oez_B,247,1,246,0,5,4,9,2.063388238049413e-09
esm2_top4_bilstm_attn,train,2onf_B,140,1,139,0,4,2,6,4.757419569401122e-09
esm2_top4_bilstm_attn,train,2op6_A,152,1,151,0,3,3,6,1.5801921993130463e-09
esm2_top4_bilstm_attn,train,2oxl_B,64,1,63,0,2,2,4,5.377498446534901e-09
esm2_top4_bilstm_attn,train,2oy9_B,98,1,97,0,2,2,4,3.2770426372508155e-09
esm2_top4_bilstm_attn,train,2oya_B,102,1,101,0,3,2,5,6.743174019163689e-09
esm2_top4_bilstm_attn,train,2p12_A,176,1,175,0,6,5,11,2.9451882044284616e-09
esm2_top4_bilstm_attn,train,2p2v_A,288,1,287,0,6,6,12,2.3841062457563567e-09
esm2_top4_bilstm_attn,train,2p3p_B,207,1,206,0,7,7,14,2.8110072047837775e-09
esm2_top4_bilstm_attn,train,2p58_A,65,1,64,0,1,0,1,4.5388475200525136e-09
esm2_top4_bilstm_attn,train,2p6v_A,114,1,113,0,1,2,3,9.976888648566273e-09
esm2_top4_bilstm_attn,train,2p9x_D,99,1,98,0,3,2,5,3.3399758514462974e-09
esm2_top4_bilstm_attn,train,2pa6_B,427,1,426,0,11,10,21,2.1334364275205076e-09
esm2_top4_bilstm_attn,train,2pbk_B,228,1,227,0,6,6,12,1.3128840237186523e-09
esm2_top4_bilstm_attn,train,2pcn_A,161,1,160,0,5,4,9,3.210227639272034e-09
esm2_top4_bilstm_attn,train,2pfx_A,191,1,190,0,3,4,7,6.712570499445292e-09
esm2_top4_bilstm_attn,train,2phn_A,254,1,253,0,7,7,14,2.226772544133837e-09
esm2_top4_bilstm_attn,train,2pmk_A,243,1,242,0,9,7,16,3.286163341442716e-09
esm2_top4_bilstm_attn,train,2pnw_A,380,1,379,0,10,10,20,1.8607213547738866e-09
esm2_top4_bilstm_attn,train,2ppv_A,332,1,331,0,12,11,23,2.6584781043226258e-09
esm2_top4_bilstm_attn,train,2pq8_A,278,1,277,0,7,7,14,1.7891308434769826e-09
esm2_top4_bilstm_attn,train,2pqx_A,245,1,244,0,7,6,13,4.9536197366251145e-09
esm2_top4_bilstm_attn,train,2psp_B,106,1,105,0,3,3,6,4.538071252113696e-09
esm2_top4_bilstm_attn,train,2pst_X,74,1,73,0,3,2,5,3.808374948732762e-09
esm2_top4_bilstm_attn,train,2pu9_A,110,1,109,0,3,3,6,4.275578779910916e-09
esm2_top4_bilstm_attn,train,2pv4_A,145,1,144,0,3,3,6,2.0829502567210056e-09
esm2_top4_bilstm_attn,train,2pw8_I,65,1,64,0,2,1,3,1.0249781468019137e-08
esm2_top4_bilstm_attn,train,2py5_A,575,1,574,0,19,17,36,7.533373924673015e-10
esm2_top4_bilstm_attn,train,2pyq_B,114,1,113,0,3,3,6,3.154703165364481e-09
esm2_top4_bilstm_attn,train,2q2g_A,180,1,179,0,5,6,11,4.463976743807052e-09
esm2_top4_bilstm_attn,train,2q7x_A,326,1,325,0,11,12,23,1.3652201036329359e-09
esm2_top4_bilstm_attn,train,2q9r_A,200,1,199,0,5,5,10,3.4607907650752168e-09
esm2_top4_bilstm_attn,train,2qcu_B,501,1,500,0,15,13,28,1.334177657241753e-09
esm2_top4_bilstm_attn,train,2qdx_A,257,1,256,0,8,8,16,1.9746160262457124e-09
esm2_top4_bilstm_attn,train,2qev_A,145,1,144,0,4,3,7,2.8779524319233474e-09
esm2_top4_bilstm_attn,train,2qhq_B,125,1,124,0,3,2,5,2.377277708021097e-09
esm2_top4_bilstm_attn,train,2qia_A,262,1,261,0,6,5,11,2.5582409524105287e-09
esm2_top4_bilstm_attn,train,2qmj_A,870,1,869,0,21,18,39,9.437714498794492e-10
esm2_top4_bilstm_attn,train,2qnl_A,162,1,161,0,4,4,8,2.4040962554039425e-09
esm2_top4_bilstm_attn,train,2qp2_A,511,1,510,0,14,13,27,1.1391341203648153e-09
esm2_top4_bilstm_attn,train,2qq4_B,138,1,137,0,3,1,4,3.4552347649707826e-09
esm2_top4_bilstm_attn,train,2qsk_A,95,1,94,0,3,1,4,3.0322377941871537e-09
esm2_top4_bilstm_attn,train,2qtd_A,105,1,104,0,3,3,6,6.165282062653432e-09
esm2_top4_bilstm_attn,train,2r2d_A,276,1,275,0,9,8,17,2.005773880320305e-09
esm2_top4_bilstm_attn,train,2r31_A,239,1,238,0,7,6,13,1.97976912641451e-09
esm2_top4_bilstm_attn,train,2ra8_A,362,1,361,0,11,10,21,7.692441961193452e-10
esm2_top4_bilstm_attn,train,2rbk_A,261,1,260,0,6,6,12,1.2956532513541674e-09
esm2_top4_bilstm_attn,train,2rci_A,204,1,203,0,4,5,9,1.3704387069601864e-09
esm2_top4_bilstm_attn,train,2rdi_A,342,1,341,0,8,8,16,1.3213875549311638e-09
esm2_top4_bilstm_attn,train,2rff_A,111,1,110,0,4,4,8,4.321485391756141e-09
esm2_top4_bilstm_attn,train,2rij_A,387,1,386,0,12,12,24,1.2676482086249052e-09
esm2_top4_bilstm_attn,train,2rji_A,84,1,83,0,2,2,4,2.412212651847767e-09
esm2_top4_bilstm_attn,train,2rkq_A,169,1,168,0,5,5,10,3.266541481750096e-09
esm2_top4_bilstm_attn,train,2v05_A,311,1,310,0,8,7,15,9.062177674934446e-10
esm2_top4_bilstm_attn,train,2v27_A,275,1,274,0,9,8,17,2.2536379429283215e-09
esm2_top4_bilstm_attn,train,2v4b_B,300,1,299,0,7,6,13,5.688653992308446e-09
esm2_top4_bilstm_attn,train,2v4n_A,254,1,253,0,9,6,15,3.0470539424953813e-09
esm2_top4_bilstm_attn,train,2v6a_O,140,1,139,0,4,3,7,1.7524763862297732e-09
esm2_top4_bilstm_attn,train,2vac_A,134,1,133,0,3,3,6,7.349396646816331e-09
esm2_top4_bilstm_attn,train,2vcc_A,891,1,890,0,20,21,41,6.548064312994484e-10
esm2_top4_bilstm_attn,train,2vfk_A,205,1,204,0,4,4,8,7.1599082218654075e-09
esm2_top4_bilstm_attn,train,2vg3_C,284,1,283,0,6,5,11,1.4477308241112041e-09
esm2_top4_bilstm_attn,train,2vh3_A,113,1,112,0,2,2,4,3.760808775510327e-09
esm2_top4_bilstm_attn,train,2vi1_A,207,1,206,0,7,5,12,2.7715518768900438e-09
esm2_top4_bilstm_attn,train,2vm5_A,106,1,105,0,3,2,5,7.646215216539076e-09
esm2_top4_bilstm_attn,train,2vmc_A,257,1,256,0,7,5,12,2.979229529742611e-09
esm2_top4_bilstm_attn,train,2vnl_A,151,1,150,0,4,3,7,6.30673047119501e-09
esm2_top4_bilstm_attn,train,2w0g_A,129,1,128,0,2,3,5,3.2639333458206465e-09
esm2_top4_bilstm_attn,train,2w0i_A,135,1,134,0,4,4,8,3.2838485264363726e-09
esm2_top4_bilstm_attn,train,2w39_A,298,1,297,0,9,8,17,1.4657548508267837e-09
esm2_top4_bilstm_attn,train,2w56_A,147,1,146,0,4,4,8,3.885677557491363e-09
esm2_top4_bilstm_attn,train,2w6k_A,145,1,144,0,5,3,8,3.895916256269061e-09
esm2_top4_bilstm_attn,train,2w9y_A,140,1,139,0,2,3,5,3.7672314157077835e-09
esm2_top4_bilstm_attn,train,2wb6_A,130,1,129,0,2,2,4,2.521034048186266e-09
esm2_top4_bilstm_attn,train,2wbf_X,265,1,264,0,7,5,12,2.0293999813958408e-09
esm2_top4_bilstm_attn,train,2wcu_A,149,1,148,0,5,5,10,3.407002679978177e-09
esm2_top4_bilstm_attn,train,2wkx_A,261,1,260,0,9,9,18,2.6221940174764313e-09
esm2_top4_bilstm_attn,train,2wn3_C,254,1,253,0,8,6,14,4.112783003051845e-09
esm2_top4_bilstm_attn,train,2wnp_F,217,1,216,0,9,9,18,4.818148435781211e-09
esm2_top4_bilstm_attn,train,2wqi_D,51,1,50,0,1,1,2,2.6117090712318713e-09
esm2_top4_bilstm_attn,train,2wr8_A,259,1,258,0,7,6,13,1.5032171063467104e-09
esm2_top4_bilstm_attn,train,2wsi_A,306,1,305,0,8,7,15,2.033329948858409e-09
esm2_top4_bilstm_attn,train,2wzo_A,146,1,145,0,5,5,10,4.685296151052398e-09
esm2_top4_bilstm_attn,train,2x5r_A,127,1,126,0,5,3,8,4.624918226170394e-09
esm2_top4_bilstm_attn,train,2x96_A,598,1,597,0,14,15,29,1.4023622263437119e-09
esm2_top4_bilstm_attn,train,2xeu_A,64,1,63,0,2,0,2,5.169544792238412e-09
esm2_top4_bilstm_attn,train,2xf2_A,688,1,687,0,14,14,28,5.837113570272834e-10
esm2_top4_bilstm_attn,train,2xf7_A,51,1,50,0,1,2,3,8.480665947274701e-09
esm2_top4_bilstm_attn,train,2xmx_A,271,1,270,0,4,4,8,2.3028068341091057e-09
esm2_top4_bilstm_attn,train,2xpp_A,145,1,144,0,3,3,6,3.73217368121459e-09
esm2_top4_bilstm_attn,train,2xrh_A,100,1,99,0,1,2,3,3.0744260470783047e-09
esm2_top4_bilstm_attn,train,2xse_A,170,1,169,0,3,4,7,2.3331876430887633e-09
esm2_top4_bilstm_attn,train,2xu8_B,116,1,115,0,3,3,6,5.764253074858061e-09
esm2_top4_bilstm_attn,train,2xvs_A,166,1,165,0,6,6,12,1.7673258412287396e-09
esm2_top4_bilstm_attn,train,2xz2_A,66,1,65,0,1,1,2,7.4073902567306504e-09
esm2_top4_bilstm_attn,train,2y1q_A,150,1,149,0,3,3,6,2.229103790440945e-09
esm2_top4_bilstm_attn,train,2y20_A,58,1,57,0,1,0,1,1.0546152395818353e-08
esm2_top4_bilstm_attn,train,2y39_A,118,1,117,0,2,2,4,5.4659246018218255e-09
esm2_top4_bilstm_attn,train,2y3w_A,182,1,181,0,5,4,9,1.8668204759819673e-09
esm2_top4_bilstm_attn,train,2y4x_B,93,1,92,0,4,3,7,9.82883818778646e-09
esm2_top4_bilstm_attn,train,2ycl_A,445,1,444,0,14,12,26,1.2085585865406756e-09
esm2_top4_bilstm_attn,train,2yjg_A,436,1,435,0,16,15,31,2.0902461983496323e-09
esm2_top4_bilstm_attn,train,2yp8_A,503,1,502,0,12,11,23,1.0895017110712502e-09
esm2_top4_bilstm_attn,train,2ysk_A,145,1,144,0,3,4,7,6.1959566366454055e-09
esm2_top4_bilstm_attn,train,2yvo_A,182,1,181,0,5,5,10,2.234339824269682e-09
esm2_top4_bilstm_attn,train,2yvq_A,143,1,142,0,4,4,8,3.848481755497346e-09
esm2_top4_bilstm_attn,train,2yxn_A,322,1,321,0,7,7,14,4.443866385983597e-09
esm2_top4_bilstm_attn,train,2yzt_A,67,1,66,0,2,1,3,5.242717371345407e-09
esm2_top4_bilstm_attn,train,2z0j_E,237,1,236,0,8,7,15,2.4839206247406764e-09
esm2_top4_bilstm_attn,train,2z4u_A,261,1,260,0,6,6,12,1.0480789569555782e-09
esm2_top4_bilstm_attn,train,2z6r_A,265,1,264,0,8,8,16,1.4420996619080029e-09
esm2_top4_bilstm_attn,train,2z7f_I,50,1,49,0,1,0,1,3.810146864680064e-09
esm2_top4_bilstm_attn,train,2znr_A,178,1,177,0,4,3,7,1.7270457286500118e-09
esm2_top4_bilstm_attn,train,2zwd_A,281,1,280,0,7,7,14,1.4875638498779153e-09
esm2_top4_bilstm_attn,train,2zzd_E,157,1,156,0,4,2,6,3.6779406187292807e-09
esm2_top4_bilstm_attn,train,3a1g_A,80,1,79,0,1,0,1,4.248052576372174e-09
esm2_top4_bilstm_attn,train,3a1g_B,40,1,39,0,1,0,1,3.3428861900830498e-09
esm2_top4_bilstm_attn,train,3a1u_A,258,1,257,0,6,6,12,1.705979357780052e-09
esm2_top4_bilstm_attn,train,3a39_A,83,1,82,0,3,2,5,5.085448506747525e-09
esm2_top4_bilstm_attn,train,3a7l_A,128,1,127,0,3,3,6,6.723558598764612e-09
esm2_top4_bilstm_attn,train,3aa6_B,244,1,243,0,7,7,14,3.462205633297799e-09
esm2_top4_bilstm_attn,train,3agn_A,114,1,113,0,3,3,6,3.977060458737469e-09
esm2_top4_bilstm_attn,train,3ajf_A,94,1,93,0,2,2,4,2.566364898370921e-09
esm2_top4_bilstm_attn,train,3apr_E,325,1,324,0,10,9,19,1.8201111728899377e-09
esm2_top4_bilstm_attn,train,3b4q_B,94,1,93,0,2,2,4,4.332361136505369e-09
esm2_top4_bilstm_attn,train,3b9q_A,302,1,301,0,8,9,17,1.339698130209399e-09
esm2_top4_bilstm_attn,train,3bn0_A,112,1,111,0,3,3,6,2.9688491665069705e-09
esm2_top4_bilstm_attn,train,3boe_A,210,1,209,0,5,4,9,1.2810907890070666e-09
esm2_top4_bilstm_attn,train,3bpj_B,80,1,79,0,1,1,2,4.599394642923471e-09
esm2_top4_bilstm_attn,train,3bqk_A,360,1,359,0,5,5,10,1.6017667192613771e-09
esm2_top4_bilstm_attn,train,3bwu_D,125,1,124,0,4,2,6,3.3542315591716942e-09
esm2_top4_bilstm_attn,train,3bzl_D,83,1,82,0,3,3,6,7.397375600959322e-09
esm2_top4_bilstm_attn,train,3bzn_A,431,1,430,0,16,15,31,1.3524382724838802e-09
esm2_top4_bilstm_attn,train,3c05_A,62,1,61,0,3,0,3,3.1311966353086973e-09
esm2_top4_bilstm_attn,train,3c0f_B,91,1,90,0,3,2,5,4.017555843560672e-09
esm2_top4_bilstm_attn,train,3c1q_B,123,1,122,0,3,2,5,4.1906993430984585e-09
esm2_top4_bilstm_attn,train,3c2q_B,345,1,344,0,9,9,18,1.526307191745957e-09
esm2_top4_bilstm_attn,train,3c8w_C,255,1,254,0,8,6,14,3.253944669268094e-09
esm2_top4_bilstm_attn,train,3c9p_A,123,1,122,0,2,3,5,3.3883741368256892e-09
esm2_top4_bilstm_attn,train,3cjs_B,72,1,71,0,2,1,3,3.438274553957399e-09
esm2_top4_bilstm_attn,train,3crv_A,551,1,550,0,14,14,28,7.980377469962718e-10
esm2_top4_bilstm_attn,train,3czz_B,101,1,100,0,3,2,5,7.574252336439713e-09
esm2_top4_bilstm_attn,train,3d1g_A,366,1,365,0,13,12,25,2.1149499929151716e-09
esm2_top4_bilstm_attn,train,3d2q_A,70,1,69,0,2,1,3,3.7093936811061212e-09
esm2_top4_bilstm_attn,train,3d7a_B,138,1,137,0,4,5,9,5.1303725712159576e-09
esm2_top4_bilstm_attn,train,3dai_A,130,1,129,0,2,2,4,3.5963192424048884e-09
esm2_top4_bilstm_attn,train,3dan_A,473,1,472,0,10,10,20,1.3028811363113846e-09
esm2_top4_bilstm_attn,train,3dha_A,254,1,253,0,7,6,13,2.6703084188284265e-09
esm2_top4_bilstm_attn,train,3djl_A,541,1,540,0,14,14,28,6.932241447543674e-10
esm2_top4_bilstm_attn,train,3dnh_B,258,1,257,0,7,7,14,5.294879201755975e-09
esm2_top4_bilstm_attn,train,3do6_A,543,1,542,0,12,12,24,8.057997602506362e-10
esm2_top4_bilstm_attn,train,3dso_A,74,1,73,0,2,2,4,3.1743554451679756e-09
esm2_top4_bilstm_attn,train,3e0z_A,109,1,108,0,4,4,8,2.962540990303353e-09
