name,ecod_domain_id,ecod_f_id,ecod_x_id,ecod_x_name,pdb_range
1r0k_A,e1r0kA3,2003.1.1.408,ECOD_X_2003,Rossmann-like,"A:4-126,A:265-290"
1r5l_A,e1r5lA1,103.1.1.1,ECOD_X_103,RuvA-C,A:25-90
1r5l_A,e1r5lA2,2496.1.1.1,ECOD_X_2496,NO_X_NAME,A:91-275
1r6w_A,e1r6wA1,218.1.1.5,ECOD_X_218,Enolase-N/ribosomal protein,A:-2-99
1r6w_A,e1r6wA2,2002.1.1.1056,ECOD_X_2002,TIM beta/alpha-barrel,A:100-320
1r8m_E,e1r8mE1,168.1.1.1,ECOD_X_168,NO_X_NAME,E:62-246
1r9f_A,e1r9fA1,843.1.1.1,ECOD_X_843,NO_X_NAME,A:25-148
1rgz_A,e1rgzA1,4019.1.1.25,ECOD_X_4019,NO_X_NAME,A:60-226
1rgz_A,e1rgzA2,223.3.1.22,ECOD_X_223,Profilin-like,"A:4-59,A:227-363"
1rk8_B,e1rk8B1,861.1.1.1,ECOD_X_861,NO_X_NAME,B:4-144
1rl6_A,e1rl6A1,318.1.1.4,ECOD_X_318,NO_X_NAME,A:7-81
1rl6_A,e1rl6A2,318.1.1.5,ECOD_X_318,NO_X_NAME,A:82-170
1rlk_A,e1rlkA1,2501.1.1.2,ECOD_X_2501,NO_X_NAME,A:2-117
1rm6_B,e1rm6B1,244.3.1.1,ECOD_X_244,"FAD-linked reductases, C-terminal domain-like",B:217-323
1rm6_B,e1rm6B3,217.1.1.6,ECOD_X_217,FAD-binding domain-like,"B:1-121,B:158-216"
1rm6_B,e1rm6B4,1109.1.1.2,ECOD_X_1109,NO_X_NAME,B:122-157
1rqj_A,e1rqjA1,141.1.1.11,ECOD_X_141,NO_X_NAME,A:22-320
1rrm_A,e1rrmA1,4002.1.1.7,ECOD_X_4002,NO_X_NAME,A:186-386
1rrm_A,e1rrmA2,2007.1.7.5,ECOD_X_2007,Flavodoxin-like,A:2-185
1rss_A,e1rssA1,167.1.1.4,ECOD_X_167,NO_X_NAME,A:12-156
1ru4_A,e1ru4A1,207.2.1.23,ECOD_X_207,Single-stranded right-handed beta-helix,A:26-425
1ryl_A,e1rylA1,618.1.1.1,ECOD_X_618,DNA mimic protein DMP12-like,A:3-166
1s9r_A,e1s9rA1,232.1.1.1,ECOD_X_232,NO_X_NAME,A:2-410
1s9u_A,e1s9uA1,629.1.1.1,ECOD_X_629,NO_X_NAME,A:-2-204
1sdi_A,e1sdiA1,578.1.1.1,ECOD_X_578,NO_X_NAME,A:1-213
1sei_A,e1seiA1,320.2.1.4,ECOD_X_320,R3H domain-like,A:1-67
1sei_A,e1seiA2,4988.1.1.4,ECOD_X_4988,NO_X_NAME,A:68-130
1sf9_A,e1sf9A1,4.1.1.126,ECOD_X_4,SH3,A:76-128
1sf9_A,e1sf9A3,3004.1.1.1,ECOD_X_3004,NO_X_NAME,A:11-75
1ssq_D,e1ssqD1,1114.1.1.1,ECOD_X_1114,NO_X_NAME,D:1-137
1ssq_D,e1ssqD2,208.1.1.9,ECOD_X_208,Single-stranded left-handed beta-helix,D:138-257
1svb_A,e1svbA1,11.1.1.85,ECOD_X_11,Immunoglobulin-like beta-sandwich,A:303-395
1svb_A,e1svbA2,5090.1.1.3,ECOD_X_5090,"Viral glycoprotein, central and dimerisation domains-like",A:1-302
1sx3_A,e1sx3A1,593.1.1.1,ECOD_X_593,NO_X_NAME,"A:2-136,A:410-526"
1sx3_A,e1sx3A2,2498.5.1.1,ECOD_X_2498,Zincin-like,"A:137-190,A:367-409"
1sx3_A,e1sx3A3,2487.1.1.20,ECOD_X_2487,"The ""swivelling"" beta/beta/alpha domains",A:191-366
1t61_E,e1t61E1,352.1.1.1,ECOD_X_352,NO_X_NAME,E:6-114
1t61_E,e1t61E2,352.1.1.1,ECOD_X_352,NO_X_NAME,E:115-225
1t7v_A,e1t7vA1,11.1.1.2544,ECOD_X_11,Immunoglobulin-like beta-sandwich,A:184-277
1t7v_A,e1t7vA2,233.1.1.2,ECOD_X_233,NO_X_NAME,A:5-183
1t8k_A,e1t8kA1,132.1.1.2,ECOD_X_132,ACP-like,A:1-77
1t95_A,e1t95A1,103.8.1.1,ECOD_X_103,RuvA-C,A:87-161
1t95_A,e1t95A2,304.24.1.6,ECOD_X_304,Alpha-beta plaits,A:162-234
1t95_A,e1t95A3,251.1.1.1,ECOD_X_251,NO_X_NAME,A:11-86
1t9i_B,e1t9iB1,242.1.1.4,ECOD_X_242,Homing endonucleases-like,B:302-454
1tag_A,e1tagA1,135.1.1.2,ECOD_X_135,NO_X_NAME,A:57-177
1tag_A,e1tagA2,2004.1.1.144,ECOD_X_2004,P-loop domains-like,"A:28-56,A:178-340"
1tdz_A,e1tdzA1,3504.2.1.1,ECOD_X_3504,MutM N-terminal domain-like,A:2-131
1tdz_A,e1tdzA2,102.2.1.2,ECOD_X_102,HhH/H2TH,A:132-219
1tdz_A,e1tdzA3,377.2.1.13,ECOD_X_377,Glucocorticoid receptor-like,A:225-270
1tez_B,e1tezB1,182.1.1.1,ECOD_X_182,NO_X_NAME,B:205-475
1tez_B,e1tezB2,2005.1.1.129,ECOD_X_2005,HUP domain-like,B:3-204
1tg7_A,e1tg7A1,10.1.2.462,ECOD_X_10,jelly-roll,A:667-848
1tg7_A,e1tg7A2,10.1.2.461,ECOD_X_10,jelly-roll,A:849-1011
1tg7_A,e1tg7A4,4077.1.1.1,ECOD_X_4077,NO_X_NAME,A:570-666
1tg7_A,e1tg7A5,2002.1.1.89,ECOD_X_2002,TIM beta/alpha-barrel,A:41-394
1tg7_A,e1tg7A6,11.31.1.1,ECOD_X_11,Immunoglobulin-like beta-sandwich,A:484-569
1tg7_A,e1tg7A7,12.1.1.68,ECOD_X_12,Glycosyl hydrolase domain-like,A:395-483
1tgr_A,e1tgrA1,367.1.1.1,ECOD_X_367,NO_X_NAME,A:1-52
1tov_A,e1tovA2,4.1.1.9,ECOD_X_4,SH3,A:132-229
1tt8_A,e1tt8A1,814.1.1.1,ECOD_X_814,NO_X_NAME,A:1-164
1tzw_A,e1tzwA1,195.1.1.2,ECOD_X_195,NO_X_NAME,A:1-141
1u07_A,e1u07A1,272.1.1.3,ECOD_X_272,TolA/TonB C-terminal domain,A:150-239
1u09_A,e1u09A1,4967.1.1.4,ECOD_X_4967,NO_X_NAME,A:379-476
1u09_A,e1u09A2,304.48.1.146,ECOD_X_304,Alpha-beta plaits,A:1-378
1u55_A,e1u55A1,873.1.1.3,ECOD_X_873,NO_X_NAME,A:1-188
1u6r_B,e1u6rB1,199.1.1.1,ECOD_X_199,NO_X_NAME,B:7-101
1u6r_B,e1u6rB2,321.1.1.1,ECOD_X_321,Glutamine synthetase-like,B:102-380
1u6t_A,e1u6tA1,2485.1.1.37,ECOD_X_2485,Thioredoxin-like,A:1-121
1u7k_D,e1u7kD1,170.2.1.1,ECOD_X_170,Retrovirus capsid protein,D:1-131
1u84_A,e1u84A1,592.2.1.1,ECOD_X_592,PWI domain-like,A:3-83
1u8v_C,e1u8vC1,4052.1.1.2,ECOD_X_4052,NO_X_NAME,C:142-274
1u8v_C,e1u8vC2,4033.1.1.4,ECOD_X_4033,NO_X_NAME,C:1-141
1u8v_C,e1u8vC3,633.6.1.4,ECOD_X_633,Bromodomain-like,C:276-490
1ugp_A,e1ugpA1,830.1.1.1,ECOD_X_830,NO_X_NAME,A:8-204
1uha_A,e1uhaA1,387.1.2.1,ECOD_X_387,omega toxin-like,A:43-81
1uha_A,e1uhaA2,387.1.2.1,ECOD_X_387,omega toxin-like,A:2-42
1uoy_A,e1uoyA1,928.1.1.1,ECOD_X_928,NO_X_NAME,A:1-64
1upt_D,e1uptD1,548.1.1,ECOD_X_548,NO_X_NAME,D:2170-2221
1utg_A,e1utgA1,173.1.1.2,ECOD_X_173,NO_X_NAME,A:1-70
1uwk_B,e1uwkB1,4022.1.1.1,ECOD_X_4022,NO_X_NAME,B:5-138
1uwk_B,e1uwkB2,321.2.1.1,ECOD_X_321,Glutamine synthetase-like,B:350-556
1uwk_B,e1uwkB3,2003.1.1.98,ECOD_X_2003,Rossmann-like,B:139-349
1ux6_A,e1ux6A1,10.1.1.37,ECOD_X_10,jelly-roll,A:937-1152
1ux6_A,e1ux6A2,921.1.1.2,ECOD_X_921,NO_X_NAME,A:813-936
1uxy_A,e1uxyA1,217.1.1.4,ECOD_X_217,FAD-binding domain-like,A:3-200
1uxy_A,e1uxyA2,313.1.1.1,ECOD_X_313,NO_X_NAME,A:201-342
1uz3_A,e1uz3A1,4133.1.1.1,ECOD_X_4133,NO_X_NAME,A:13-102
1v0w_A,e1v0wA1,300.1.1.2,ECOD_X_300,NO_X_NAME,A:6-263
1v0w_A,e1v0wA2,300.1.1.2,ECOD_X_300,NO_X_NAME,A:264-514
1v4p_C,e1v4pC1,309.1.2.5,ECOD_X_309,"LuxS, MPP, ThrRS/AlaRS common domain",C:1-151
1v7r_A,e1v7rA1,7504.1.1.2,ECOD_X_7504,NO_X_NAME,A:1-186
1v7z_F,e1v7zF1,7539.1.1.1,ECOD_X_7539,NO_X_NAME,F:3-259
1v9m_A,e1v9mA1,5060.1.1.4,ECOD_X_5060,V-type ATP synthase subunit C,"A:5-77,A:281-323"
1v9m_A,e1v9mA2,5060.1.1.4,ECOD_X_5060,V-type ATP synthase subunit C,A:78-178
1v9m_A,e1v9mA3,5060.1.1.3,ECOD_X_5060,V-type ATP synthase subunit C,A:186-280
1vaj_A,e1vajA1,4139.1.1.2,ECOD_X_4139,NO_X_NAME,"A:3-112,A:188-205"
1vaj_A,e1vajA2,4139.1.1.3,ECOD_X_4139,NO_X_NAME,A:113-187
1vbi_A,e1vbiA1,276.1.1.1,ECOD_X_276,NO_X_NAME,A:1-340
1vbw_A,e1vbwA1,294.1.1.2,ECOD_X_294,CI-2 family of serine protease inhibitors-like,A:1-68
1vcc_A,e1vccA1,818.1.1.2,ECOD_X_818,NO_X_NAME,A:1-77
1vcl_A,e1vclA1,6.1.1.91,ECOD_X_6,NO_X_NAME,A:1-150
1vcl_A,e1vclA2,6.1.1.91,ECOD_X_6,NO_X_NAME,A:151-283
1vcl_A,e1vclA3,825.1.1.3,ECOD_X_825,NO_X_NAME,A:284-432
1vdk_B,e1vdkB1,602.1.1.2,ECOD_X_602,L-aspartase middle domain-like,B:139-393
1vdk_B,e1vdkB2,4953.1.1.4,ECOD_X_4953,NO_X_NAME,B:394-463
1vdk_B,e1vdkB3,4952.1.1.11,ECOD_X_4952,NO_X_NAME,B:4-138
1ve0_A,e1ve0A1,846.1.1.1,ECOD_X_846,NO_X_NAME,A:1-134
1vk1_A,e1vk1A1,876.1.1.1,ECOD_X_876,NO_X_NAME,"A:11-100,A:201-242"
1vk1_A,e1vk1A2,5103.1.1.1,ECOD_X_5103,NO_X_NAME,A:101-200
1vkm_C,e1vkmC1,7549.1.1.1,ECOD_X_7549,NO_X_NAME,C:-7-284
1vlb_A,e1vlbA1,179.1.1.1,ECOD_X_179,NO_X_NAME,A:81-193
1vlb_A,e1vlbA3,221.1.1.12,ECOD_X_221,beta-Grasp,A:1-80
1vlb_A,e1vlbA4,325.1.1.1,ECOD_X_325,alpha/beta-Hammerhead/Barrel-sandwich hybrid,A:194-310
1vlb_A,e1vlbA5,231.1.1.1,ECOD_X_231,NO_X_NAME,A:311-575
1vlb_A,e1vlbA6,231.1.1.1,ECOD_X_231,NO_X_NAME,A:576-907
1vr8_A,e1vr8A1,881.2.1.1,ECOD_X_881,Mog1p/PsbP-like,A:25-154
1vyi_A,e1vyiA1,4069.1.1.2,ECOD_X_4069,NO_X_NAME,A:186-296
1vzy_B,e1vzyB1,848.1.1.1,ECOD_X_848,NO_X_NAME,B:1-233
1vzy_B,e1vzyB2,4203.1.1.1,ECOD_X_4203,NO_X_NAME,B:234-286
1w2w_A,e1w2wA1,3651.1.1.2,ECOD_X_3651,NO_X_NAME,A:1-149
1w53_A,e1w53A1,4982.1.1.2,ECOD_X_4982,KaiA/RbsU domain-like,A:1-84
1wbe_A,e1wbeA1,631.1.1.1,ECOD_X_631,NO_X_NAME,A:6-209
1wd5_A,e1wd5A1,7573.1.1.1,ECOD_X_7573,NO_X_NAME,A:1-208
1wf3_A,e1wf3A1,327.11.1.2,ECOD_X_327,Alpha-lytic protease prodomain-like,A:181-298
1wf3_A,e1wf3A2,2004.1.1.258,ECOD_X_2004,P-loop domains-like,A:3-180
1whi_A,e1whiA1,3174.1.1.7,ECOD_X_3174,Ribosomal protein L14-like,A:1-122
1whz_A,e1whzA1,330.7.1.3,ECOD_X_330,dsRBD-like,A:1-70
1wlg_B,e1wlgB1,4998.1.1.1,ECOD_X_4998,Flagellar hook protein flgE D2 domain-like,B:144-283
1wlg_B,e1wlgB2,4167.1.1.1,ECOD_X_4167,NO_X_NAME,"B:71-143,B:284-362"
1wna_A,e1wnaA1,4263.1.1.1,ECOD_X_4263,TTHA1528-like,A:1-127
1wpb_A,e1wpbA1,4981.1.1.1,ECOD_X_4981,NO_X_NAME,A:58-170
1wpb_A,e1wpbA2,4359.1.1.1,ECOD_X_4359,NO_X_NAME,A:3-57
1wpu_A,e1wpuA1,849.1.1.1,ECOD_X_849,NO_X_NAME,A:5-148
1wq6_A,e1wq6A1,6007.1.1.1,ECOD_X_6007,NO_X_NAME,A:11-69
1wq8_A,e1wq8A1,385.1.1.8,ECOD_X_385,NO_X_NAME,A:1-100
1wqj_B,e1wqjB1,389.6.1.4,ECOD_X_389,EGF-like,B:3-82
1wui_L,e1wuiL1,4046.1.1.2,ECOD_X_4046,NO_X_NAME,L:331-381
1wui_L,e1wuiL2,4025.1.1.4,ECOD_X_4025,NO_X_NAME,"L:103-330,L:382-462"
1wui_L,e1wuiL3,244.4.1.4,ECOD_X_244,"FAD-linked reductases, C-terminal domain-like","L:19-59,L:512-552"
1wui_L,e1wuiL4,244.4.1.10,ECOD_X_244,"FAD-linked reductases, C-terminal domain-like","L:60-102,L:463-511"
1wui_S,e1wuiS1,4024.1.1.1,ECOD_X_4024,NO_X_NAME,S:185-267
1wui_S,e1wuiS2,2007.1.3.30,ECOD_X_2007,Flavodoxin-like,S:1-184
1wx1_B,e1wx1B1,7553.1.1.1,ECOD_X_7553,NO_X_NAME,B:1-335
1x6i_A,e1x6iA1,516.1.1.1,ECOD_X_516,NO_X_NAME,A:0-88
1x6j_A,e1x6jA1,516.1.1.1,ECOD_X_516,NO_X_NAME,A:1-88
1xeo_A,e1xeoA1,289.1.1.1,ECOD_X_289,NO_X_NAME,A:1-164
1xg0_A,e1xg0A1,851.1.1.1,ECOD_X_851,NO_X_NAME,A:1-76
1xhk_B,e1xhkB1,212.1.1.23,ECOD_X_212,NO_X_NAME,B:454-567
1xhk_B,e1xhkB2,3010.1.1.5,ECOD_X_3010,NO_X_NAME,B:568-640
1xkg_A,e1xkgA2,3998.1.1.1,ECOD_X_3998,NO_X_NAME,A:4-76
1xkg_A,e1xkgA3,219.1.1.194,ECOD_X_219,Cysteine proteinases-like,A:82-306
1xkn_A,e1xknA1,232.1.1.6,ECOD_X_232,NO_X_NAME,A:2-354
1xkr_A,e1xkrA1,866.1.1.1,ECOD_X_866,NO_X_NAME,A:0-204
1xmk_A,e1xmkA1,101.1.2.147,ECOD_X_101,HTH,A:294-366
1xo7_B,e1xo7B1,75.1.1.6,ECOD_X_75,NO_X_NAME,B:4-166
1xsz_A,e1xszA1,168.1.1.1,ECOD_X_168,NO_X_NAME,A:1-197
1xsz_A,e1xszA2,331.14.1.1,ECOD_X_331,TBP-like,A:198-354
1xta_A,e1xtaA1,273.1.1.2,ECOD_X_273,NO_X_NAME,A:2-164
1xta_A,e1xtaA2,354.1.1.1,ECOD_X_354,Sea anemone toxin k-like,A:165-221
1xty_B,e1xtyB1,2501.1.1.2,ECOD_X_2501,NO_X_NAME,B:1-120
1xvg_E,e1xvgE1,640.1.1.1,ECOD_X_640,Methane monooxygenase hydrolase gamma subunit-like,E:4-165
1xwl_A,e1xwlA1,4964.1.1.8,ECOD_X_4964,NO_X_NAME,A:668-791
1xwl_A,e1xwlA2,4970.1.1.14,ECOD_X_4970,NO_X_NAME,A:469-642
1xwl_A,e1xwlA3,304.48.1.34,ECOD_X_304,Alpha-beta plaits,"A:643-667,A:792-875"
1xwl_A,e1xwlA4,2484.1.1.71,ECOD_X_2484,Ribonuclease H-like,A:298-468
1y0n_A,e1y0nA1,4137.1.1.1,ECOD_X_4137,NO_X_NAME,A:-1-76
1y6i_A,e1y6iA1,4304.1.1.1,ECOD_X_4304,NO_X_NAME,A:83-230
1y6i_A,e1y6iA2,109.4.1.167,ECOD_X_109,Repetitive alpha hairpins,A:1-82
1y7t_B,e1y7tB2,2003.1.1.40,ECOD_X_2003,Rossmann-like,B:0-153
1y7t_B,e1y7tB3,279.1.1.24,ECOD_X_279,NO_X_NAME,B:154-332
1yoc_B,e1yocB1,222.1.1.7,ECOD_X_222,Thioesterase/thiol ester dehydrase-isomerase-like,B:1-145
1yoe_A,e1yoeA1,7517.1.1.1,ECOD_X_7517,NO_X_NAME,A:0-311
1yoz_B,e1yozB1,4204.1.1.1,ECOD_X_4204,NO_X_NAME,B:11-124
1ypy_A,e1ypyA1,3607.1.1.1,ECOD_X_3607,NO_X_NAME,A:4-185
1yqe_A,e1yqeA1,2011.2.1.8,ECOD_X_2011,Phosphorylase/hydrolase-like,A:1-181
1yqe_A,e1yqeA2,4978.1.1.1,ECOD_X_4978,NO_X_NAME,A:182-278
1ys1_X,e1ys1X1,7579.1.1.20,ECOD_X_7579,NO_X_NAME,X:1-320
1yu0_A,e1yu0A3,209.1.2.2,ECOD_X_209,NO_X_NAME,A:171-380
1yu0_A,e1yu0A4,4166.1.1.2,ECOD_X_4166,NO_X_NAME,A:55-170
1yu0_A,e1yu0A5,3761.1.1.6,ECOD_X_3761,NO_X_NAME,A:5-54
1yu5_X,e1yu5X1,155.1.1.1,ECOD_X_155,NO_X_NAME,X:10-76
1z0b_A,e1z0bA2,3010.1.1.5,ECOD_X_3010,NO_X_NAME,A:528-621
1z0b_A,e1z0bA3,212.1.1.23,ECOD_X_212,NO_X_NAME,A:416-527
1z1l_A,e1z1lA1,131.1.1.10,ECOD_X_131,PDEase-like,A:587-898
1z21_A,e1z21A1,532.2.1.4,ECOD_X_532,Type III secretion system domain-like,A:42-145
1z2u_A,e1z2uA1,216.1.1.7,ECOD_X_216,UBC-like,A:1-147
1z7k_B,e1z7kB1,379.1.1.1,ECOD_X_379,Kazal-type serine protease inhibitors-like,B:2-63
1zd7_B,e1zd7B1,69.1.1.9,ECOD_X_69,NO_X_NAME,B:1-159
1zdy_A,e1zdyA1,4194.1.1.1,ECOD_X_4194,NO_X_NAME,A:3-303
1zjc_A,e1zjcA1,4160.1.1.1,ECOD_X_4160,NO_X_NAME,A:184-415
1zjc_A,e1zjcA2,7590.1.1.2,ECOD_X_7590,NO_X_NAME,A:3-183
1zn6_A,e1zn6A1,4188.1.1.1,ECOD_X_4188,NO_X_NAME,A:2-219
1zos_C,e1zosC1,2011.2.1.6,ECOD_X_2011,Phosphorylase/hydrolase-like,C:1-230
1zpe_A,e1zpeA1,2006.1.5.2,ECOD_X_2006,HAD domain-like,A:6-313
1zsw_A,e1zswA1,211.1.1.72,ECOD_X_211,NO_X_NAME,A:1-71
1zsw_A,e1zswA2,211.1.1.39,ECOD_X_211,NO_X_NAME,A:72-144
1zsw_A,e1zswA3,211.1.1.20,ECOD_X_211,NO_X_NAME,A:145-213
1zsw_A,e1zswA4,211.1.1.85,ECOD_X_211,NO_X_NAME,A:214-314
1zt5_A,e1zt5A1,363.1.1.1,ECOD_X_363,NO_X_NAME,A:172-251
1zxx_A,e1zxxA1,2007.1.4.8,ECOD_X_2007,Flavodoxin-like,"A:1-137,A:257-319"
1zxx_A,e1zxxA2,7572.1.1.1,ECOD_X_7572,NO_X_NAME,A:138-256
2a6s_B,e2a6sB1,4312.1.1.4,ECOD_X_4312,RelE-like,B:1-83
2abk_A,e2abkA1,102.1.2.4,ECOD_X_102,HhH/H2TH,A:1-211
2ad6_A,e2ad6A1,5.1.5.41,ECOD_X_5,beta-propeller-like,A:1-571
2ad6_D,e2ad6D1,582.1.1.1,ECOD_X_582,NO_X_NAME,D:1-69
2ahn_A,e2ahnA1,11.8.1.5,ECOD_X_11,Immunoglobulin-like beta-sandwich,"A:1-133,A:195-222"
2ahn_A,e2ahnA2,3484.1.1.4,ECOD_X_3484,NO_X_NAME,A:134-194
2aib_A,e2aibA1,357.1.1.2,ECOD_X_357,NO_X_NAME,A:1-98
2aj7_A,e2aj7A1,4071.1.1.1,ECOD_X_4071,NO_X_NAME,A:1-148
2amh_A,e2amhA1,7504.1.1.3,ECOD_X_7504,NO_X_NAME,A:7-207
2at8_X,e2at8X1,9.1.1.20,ECOD_X_9,Lipocalins/Streptavidin,X:1-184
2au3_A,e2au3A3,375.1.1.39,ECOD_X_375,Rubredoxin-like,A:1-98
2au3_A,e2au3A4,4023.1.1.1,ECOD_X_4023,NO_X_NAME,A:99-223
2au3_A,e2au3A5,4973.1.1.3,ECOD_X_4973,NO_X_NAME,A:347-403
2au3_A,e2au3A6,2006.1.3.5,ECOD_X_2006,HAD domain-like,A:225-343
2au7_A,e2au7A1,2.5.1.1,ECOD_X_2,OB-fold,A:1-175
2b0a_A,e2b0aA1,2487.1.1.5,ECOD_X_2487,"The ""swivelling"" beta/beta/alpha domains",A:1-186
2b0t_A,e2b0tA1,7510.1.1.1,ECOD_X_7510,NO_X_NAME,A:158-396
2b0t_A,e2b0tA2,7510.1.1.1,ECOD_X_7510,NO_X_NAME,A:397-557
2b0t_A,e2b0tA3,7510.1.1.1,ECOD_X_7510,NO_X_NAME,"A:2-157,A:558-736"
2b1y_A,e2b1yA1,4150.1.1.1,ECOD_X_4150,NO_X_NAME,A:4-104
2b3y_A,e2b3yA1,7542.1.1.1,ECOD_X_7542,NO_X_NAME,A:2-240
2b3y_A,e2b3yA2,2487.1.1.2,ECOD_X_2487,"The ""swivelling"" beta/beta/alpha domains",A:631-889
2b3y_A,e2b3yA3,7542.1.1.1,ECOD_X_7542,NO_X_NAME,A:369-592
2b3y_A,e2b3yA4,7542.1.2.1,ECOD_X_7542,NO_X_NAME,A:241-368
2b7r_A,e2b7rA1,139.2.1.5,ECOD_X_139,Multiheme cytochromes,A:1-103
2b7r_A,e2b7rA2,2003.1.2.143,ECOD_X_2003,Rossmann-like,"A:104-362,A:513-568"
2b7r_A,e2b7rA3,101.1.12.12,ECOD_X_101,HTH,A:446-475
2b7r_A,e2b7rA4,278.1.1.9,ECOD_X_278,NO_X_NAME,"A:360-445,A:476-512"
2b97_A,e2b97A1,707.1.1.2,ECOD_X_707,NO_X_NAME,A:1-70
2b9d_A,e2b9dA1,4123.1.1.1,ECOD_X_4123,NO_X_NAME,A:42-93
2bbr_A,e2bbrA1,110.1.1.4,ECOD_X_110,DEATH domain,A:91-189
2bbr_A,e2bbrA2,110.1.1.4,ECOD_X_110,DEATH domain,A:2-88
2bf6_A,e2bf6A1,5.1.3.123,ECOD_X_5,beta-propeller-like,A:243-691
2bfw_A,e2bfwA1,7512.1.1.2,ECOD_X_7512,NO_X_NAME,A:218-413
2bjq_A,e2bjqA1,4184.1.1.1,ECOD_X_4184,NO_X_NAME,A:175-269
2bjq_A,e2bjqA2,4184.1.1.1,ECOD_X_4184,NO_X_NAME,A:270-344
2bjq_A,e2bjqA3,4184.1.1.1,ECOD_X_4184,NO_X_NAME,A:5-85
2bjq_A,e2bjqA4,4184.1.1.1,ECOD_X_4184,NO_X_NAME,A:86-174
2bk9_A,e2bk9A1,106.1.1.2,ECOD_X_106,NO_X_NAME,A:1-153
2bko_A,e2bkoA1,604.5.1.6,ECOD_X_604,Spectrin repeat-like,A:9-107
2bko_A,e2bkoA2,4261.1.1.2,ECOD_X_4261,NO_X_NAME,A:108-199
2bln_B,e2blnB1,270.1.1.1,ECOD_X_270,FMT C-terminal domain-like,B:204-304
2bln_B,e2blnB2,7571.1.1.1,ECOD_X_7571,NO_X_NAME,B:1-203
2bmo_B,e2bmoB1,243.1.1.17,ECOD_X_243,Cystatin-like,B:1-194
2bo1_A,e2bo1A1,301.1.1.3,ECOD_X_301,Bacillus chorismate mutase-like,A:1-100
2bti_A,e2btiA1,4313.1.1.1,ECOD_X_4313,NO_X_NAME,A:-1-58
2bw3_B,e2bw3B1,4202.1.1,ECOD_X_4202,NO_X_NAME,B:79-158
2c9i_D,e2c9iD1,271.1.1.2,ECOD_X_271,NO_X_NAME,D:1-228
2cb5_A,e2cb5A1,219.1.1.194,ECOD_X_219,Cysteine proteinases-like,A:2-454
2ccq_A,e2ccqA1,320.4.1.1,ECOD_X_320,R3H domain-like,A:11-109
2cfe_A,e2cfeA1,75.1.1.6,ECOD_X_75,NO_X_NAME,A:1-162
2cg7_A,e2cg7A1,391.1.1.4,ECOD_X_391,NO_X_NAME,A:109-151
2cg7_A,e2cg7A2,391.1.1.3,ECOD_X_391,NO_X_NAME,A:62-108
2cwy_A,e2cwyA1,4266.2.1.1,ECOD_X_4266,Hyaluronidase domain-like,A:1-94
2cx7_A,e2cx7A1,268.1.1.3,ECOD_X_268,Sterol carrier protein-like,A:1-129
2cxi_B,e2cxiB3,865.1.1.1,ECOD_X_865,NO_X_NAME,"B:82-178,B:198-277"
2cxi_B,e2cxiB4,101.1.9.1,ECOD_X_101,HTH,B:278-348
2cxi_B,e2cxiB5,101.1.9.30,ECOD_X_101,HTH,B:2-81
2cyj_A,e2cyjA1,7538.1.1.1,ECOD_X_7538,NO_X_NAME,A:1-118
2d1l_A,e2d1lA1,4177.1.1.8,ECOD_X_4177,BAR/IMD domain-like,A:-2-246
2d28_C,e2d28C2,1112.1.1.4,ECOD_X_1112,NO_X_NAME,C:1-63
2d28_C,e2d28C3,327.8.1.1,ECOD_X_327,Alpha-lytic protease prodomain-like,C:64-149
2d5b_A,e2d5bA1,375.1.1.387,ECOD_X_375,Rubredoxin-like,A:116-226
2d5b_A,e2d5bA2,2005.1.1.144,ECOD_X_2005,HUP domain-like,"A:1-115,A:227-289"
2d5b_A,e2d5bA3,140.1.1.17,ECOD_X_140,NO_X_NAME,A:290-500
2db7_A,e2db7A1,4082.1.1,ECOD_X_4082,NO_X_NAME,A:3-57
2dka_A,e2dkaA18,331.2.1.5,ECOD_X_331,TBP-like,A:452-544
2dka_A,e2dkaA20,7528.1.1.2,ECOD_X_7528,NO_X_NAME,A:185-310
2dlb_A,e2dlbA1,4098.1.1,ECOD_X_4098,NO_X_NAME,A:2002-2071
2dt4_A,e2dt4A1,4111.1.1.3,ECOD_X_4111,NO_X_NAME,A:1-143
2dt8_A,e2dt8A1,301.13.1.2,ECOD_X_301,Bacillus chorismate mutase-like,A:153-280
2dt8_A,e2dt8A2,2010.1.1.6,ECOD_X_2010,NO_X_NAME,A:1-152
2dtr_A,e2dtrA1,4.1.1.250,ECOD_X_4,SH3,A:148-224
2dtr_A,e2dtrA2,101.1.2.45,ECOD_X_101,HTH,A:4-64
2dtr_A,e2dtrA3,183.1.1.1,ECOD_X_183,NO_X_NAME,A:65-140
2dwk_A,e2dwkA1,4193.1.1.1,ECOD_X_4193,NO_X_NAME,A:83-251
2e5y_B,e2e5yB1,56.1.1.2,ECOD_X_56,Epsilon subunit of F1F0-ATP synthase-N,B:1-85
2e5y_B,e2e5yB2,192.6.1.1,ECOD_X_192,Long alpha-hairpin,B:86-133
2e6x_A,e2e6xA1,6053.1.1.1,ECOD_X_6053,NO_X_NAME,A:1-69
2e7u_A,e2e7uA2,3016.1.1.32,ECOD_X_3016,NO_X_NAME,A:321-424
2e7u_A,e2e7uA3,7577.1.1.1,ECOD_X_7577,NO_X_NAME,A:1-320
