name,split,sequence_sha256,length,source_neq_row,label_mapping_method,exact_sequence_group_id,mmseqs_cluster_id,ecod_x_ids,union_group_id
2au7_A,train,afb9930ff113cf2c2893fb0682ea3d7eed06e98294bb7283548024384a4e83c2,175,1103,unique_sequence,exact_0334,mmseqs_0327,ECOD_X_2,union_0002
2b0a_A,train,e62f176cf206ad6a1033639b760476f79b86864012b6e55255302f637c7e4f65,186,1368,unique_sequence,exact_0335,mmseqs_0328,ECOD_X_2487,union_0002
2b3y_A,train,3528fed9da3debcb7a89158c1cb59e717115f3848e321019a2bf69b3662d7430,888,63,unique_sequence,exact_0338,mmseqs_0331,ECOD_X_2487;ECOD_X_7542,union_0002
2b7r_A,train,48071b889478477162ba0650f28deeb440b22dfc5e132c76225882959879560b,571,879,unique_sequence,exact_0339,mmseqs_0332,ECOD_X_101;ECOD_X_139;ECOD_X_2003;ECOD_X_278,union_0002
2bf6_A,train,d06547449d228115a712dacf91b8e026a9dbeec751ff4ceef516961b880349bd,449,1294,unique_sequence,exact_0343,mmseqs_0336,ECOD_X_5,union_0002
2bko_A,train,459fab924a009534f3848cab193d2fc6c33e65ac0a5f7d0d13868b3152a44e8b,205,105,unique_sequence,exact_0347,mmseqs_0340,ECOD_X_4261;ECOD_X_604,union_0002
2bo1_A,train,8a608358b79df55506c923ae73e984bd2423093ddb01998073760fac9f284c5b,101,33,unique_sequence,exact_0350,mmseqs_0343,ECOD_X_301,union_0002
2cb5_A,train,594daf04700dfc893a63a7ef87938377644215e9a1cdfe2f5e7695d269c2b8a2,453,44,unique_sequence,exact_0354,mmseqs_0347,ECOD_X_219,union_0002
2cwy_A,train,9210613c612d6e10f2188a2ab5f977c519a32a3f54bcfc2670c3447531ff55cd,94,245,unique_sequence,exact_0358,mmseqs_0350,ECOD_X_4266,union_0002
2cxi_B,train,79e91fc500f072766697b2e25aa0b62ed29fe626476ebae1fd4cf85c6a1f755c,348,1105,unique_sequence,exact_0360,mmseqs_0352,ECOD_X_101;ECOD_X_865,union_0002
2d28_C,train,f55cf9c5fe937b801fe36153c6fa3385646586132badff6f6433bd6d06f0df4c,149,634,unique_sequence,exact_0363,mmseqs_0355,ECOD_X_1112;ECOD_X_327,union_0002
2d5b_A,train,a68e1718774339257df52209db15e644e205ab6007f2acb5aafc8c48830293e0,500,437,unique_sequence,exact_0364,mmseqs_0356,ECOD_X_140;ECOD_X_2005;ECOD_X_375,union_0002
2dt8_A,train,342979cab003bb0f0384fb63aed6ea72c6b4b7f69151c65bcd73e6bd1769df84,280,1074,unique_sequence,exact_0369,mmseqs_0361,ECOD_X_2010;ECOD_X_301,union_0002
2dtr_A,train,5d3061297364ef7c6a8c9129443e41bb435ce585f624ea3953cd59cc59bd440e,226,87,unique_sequence,exact_0370,mmseqs_0362,ECOD_X_101;ECOD_X_183;ECOD_X_4,union_0002
2e7z_A,train,13010d985dfdf8123e602f12e61a51b4a5a8acf33c1595ce6b9ce8c77011d031,727,906,unique_sequence,exact_0375,mmseqs_0367,ECOD_X_1;ECOD_X_1001;ECOD_X_2003,union_0002
2f5t_X,train,765fb764abd5e316cab153072b5cd0b29af6ad9c2e601e9d188d40fd2c205cff,233,919,unique_sequence,exact_0386,mmseqs_0378,ECOD_X_300;ECOD_X_4,union_0002
2fef_B,train,f9bfd80c2fc11baa5770256ea04b829058f43f71008997af52ccf6cebca33e99,294,715,unique_sequence,exact_0392,mmseqs_0384,ECOD_X_4079;ECOD_X_633,union_0002
2glz_B,train,cad490e215eee77da9c32429dc049f94d773e94bd4847af331cd96d7febfaa9f,153,37,unique_sequence,exact_0415,mmseqs_0405,ECOD_X_298,union_0002
2gno_A,train,8259ca9a8e68a0fc80e7d5cb807ead1ffbd26bc81581dfe566df6e22bc78100f,305,123,unique_sequence,exact_0416,mmseqs_0406,ECOD_X_138;ECOD_X_148;ECOD_X_2004,union_0002
2gwm_A,train,362f3a0e4969aebfb84ff88a953fa7196e08cd84b5a3d67cfdaf8dbd40c3505e,200,1278,unique_sequence,exact_0419,mmseqs_0409,ECOD_X_237,union_0002
2gwn_A,train,ced25054d30f5e35d5b6746f900995d4d10c80e4702659eb4ac0d05487613201,452,228,unique_sequence,exact_0420,mmseqs_0410,ECOD_X_2002;ECOD_X_65,union_0002
2h2z_A,train,81e6caaff95b6ebd183de448ec59114da57608f38bf1fde2ba3d7e65b9979e84,306,70,unique_sequence,exact_0422,mmseqs_0412,ECOD_X_1;ECOD_X_6001,union_0002
2hhv_A,train,57592a4e5bfe13b1d944e50e90d838b2fabde66fb65e7acb34fe5a8332fb5fd6,580,1099,unique_sequence,exact_0425,mmseqs_0294,ECOD_X_2484;ECOD_X_304;ECOD_X_4964;ECOD_X_4970,union_0002
2hu9_A,train,2163e8813cc37936bee9786f80ed0e58097d68b44cf6f882e8d498a32c37fcdd,130,16,unique_sequence,exact_0430,mmseqs_0418,ECOD_X_375;ECOD_X_6024,union_0002
2i2f_A,train,87e23edc429229686427da811996cc79653e42e6089f1b6c4395e4ac79cd5ae9,272,91,unique_sequence,exact_0434,mmseqs_0422,ECOD_X_2007;ECOD_X_4004,union_0002
2i7c_C,train,66823a1c137951bec9586afd27b8e3ca668f92482abe5330cf7afbcb9a5b1072,283,1001,unique_sequence,exact_0437,mmseqs_0425,ECOD_X_2003;ECOD_X_3699,union_0002
2id6_A,train,6548535e2367516a32ffd840503f278b3c05f567d408dda084a3372be4bef83a,202,626,unique_sequence,exact_0442,mmseqs_0430,ECOD_X_101;ECOD_X_191,union_0002
2igi_A,train,3835ee9974e946a811dcce5ab39d554d81f2be3a154bcb67d54e841539a51cac,180,506,unique_sequence,exact_0444,mmseqs_0431,ECOD_X_2484,union_0002
2ii1_D,train,087c4cf6bf9337408c1d744c4d8acb14c111b3f9054ceb11dfd118d7298fa81b,301,1317,unique_sequence,exact_0446,mmseqs_0433,ECOD_X_10;ECOD_X_3685,union_0002
2ims_A,train,405ecc727e491523e2e83343023fec867da99b52fb3dbfc5c7cd78b6b9a9bf8b,171,900,unique_sequence,exact_0448,mmseqs_0435,ECOD_X_5000,union_0002
2jdd_A,train,9dc9600b0286f12ef82588fba88fa2283e32603ae4583b14fce30f26dd5f1918,146,1197,unique_sequence,exact_0457,mmseqs_0444,ECOD_X_213,union_0002
2jh3_B,train,01e5a2ab7ab5cdc3a7e9152356be2dbeeca5b388f519e8626c690f32b94934c5,474,73,unique_sequence,exact_0460,mmseqs_0447,ECOD_X_2007;ECOD_X_6030;ECOD_X_6031,union_0002
2jhf_B,train,5d04a6a4323e04627c9d97ad2d1dc0c3c4ecbc6460eaf1f0e0bb854f5e755f97,374,957,unique_sequence,exact_0461,mmseqs_0448,ECOD_X_2003;ECOD_X_236,union_0002
2jlq_A,train,0385400349f3d6067e549501e16dd86092049e46a3efac679765cdf2737922c8,451,1336,unique_sequence,exact_0462,mmseqs_0449,ECOD_X_2004;ECOD_X_5101,union_0002
2nqw_A,train,a340012c339a8a154ae6a6a3fc0222b8262db5e72c84c0e74edd7a59eae38e68,93,974,unique_sequence,exact_0466,mmseqs_0453,ECOD_X_217,union_0002
2nug_B,train,de190e8a858486a57faef2788fa00e424404e8a5f9a13eb3239672a871be9a7f,221,831,unique_sequence,exact_0468,mmseqs_0455,ECOD_X_171;ECOD_X_330,union_0002
2o6x_A,train,65c0af0cd5b12be478d44a2beaf69dbe6ea6201178d13d12621b5a0d39abbbdc,310,1244,unique_sequence,exact_0472,mmseqs_0286,ECOD_X_219;ECOD_X_3998,union_0002
2o7o_A,train,67d06a3373e32bd4b1f7be530788574386833514a570a0cf981ec833d4fce745,207,1053,unique_sequence,exact_0474,mmseqs_0460,ECOD_X_101;ECOD_X_191,union_0002
2obl_A,train,bbc0926729e40d6e05642dc8754004eed59ad718385ae315d4add76bf2974d57,347,1062,unique_sequence,exact_0475,mmseqs_0461,ECOD_X_160;ECOD_X_2004,union_0002
2op6_A,train,f05b35db141e47e056fb2839eaab5bbfcb686a6cb91c89ed0612bed3e765039b,152,522,unique_sequence,exact_0480,mmseqs_0466,ECOD_X_511,union_0002
2pa6_B,train,411b286db7c80ca83273643d8adaa1d860649e39069d9527f2c7b8f2d4ca8c0e,427,464,unique_sequence,exact_0499,mmseqs_0482,ECOD_X_2002;ECOD_X_218,union_0002
2pcn_A,train,feb0df15eb90d9e9b4df1b823a20989bbdd3cfddd2b7cdc4632f0a764d0b4539,161,1219,unique_sequence,exact_0502,mmseqs_0485,ECOD_X_2487,union_0002
2phn_A,train,4d40e7de9150bfb94774630400c142e148d0803e5a14091efba73d21dee23f74,254,283,unique_sequence,exact_0504,mmseqs_0487,ECOD_X_101;ECOD_X_4093,union_0002
2pmk_A,train,bf54195aeb9c474f046897614968861e1a1cb7c67029dff13a3cc40750fd13b1,243,1376,unique_sequence,exact_0506,mmseqs_0489,ECOD_X_2004,union_0002
2pnw_A,train,49c3d789196db6543a821d221751fb3916c2d684f488f28d5c91c1cf5156a4f7,380,933,unique_sequence,exact_0507,mmseqs_0490,ECOD_X_1;ECOD_X_239,union_0002
2pq8_A,train,d365577ad43710bdd7a05158ef18a8bf4651f5ff82c78f4953f8efe0942f3a47,278,276,unique_sequence,exact_0509,mmseqs_0492,ECOD_X_101;ECOD_X_213;ECOD_X_386,union_0002
2psp_B,train,0494a1b0a94011b6b5e8932cd179449f3941e783e39f07355e65f92c71691411,106,612,unique_sequence,exact_0512,mmseqs_0495,ECOD_X_355,union_0002
2py5_A,train,7d3b986f6a3e4ba6aec1e540a81c48b5cd7a4a7121bdcea052322e4ad9bf38e4,575,167,unique_sequence,exact_0518,mmseqs_0501,ECOD_X_2484;ECOD_X_304;ECOD_X_4968;ECOD_X_4970,union_0002
2qcu_B,train,aa4260cf0bf8c670e86b708a7998ea8da9e9bb634ba8a45eedbad146e1f1dda6,501,1176,unique_sequence,exact_0523,mmseqs_0505,ECOD_X_2003;ECOD_X_244;ECOD_X_6058,union_0002
2qdx_A,train,22fe9ca1e482338c176a807bfa82f7d021314c7c1c15df4235fba7f00bc0adb1,257,1228,unique_sequence,exact_0524,mmseqs_0506,ECOD_X_1;ECOD_X_7514,union_0002
2qev_A,train,a1bde92d78d3c489c25ffece9c5a653c4be42ef881c4031e006d05e8c78f768c,145,837,unique_sequence,exact_0525,mmseqs_0507,ECOD_X_108,union_0002
2qia_A,train,b7a61d92308a19ed6916b1bf1694ef4fdab1776e327c2c61b840a39b2a85fdf9,262,921,unique_sequence,exact_0527,mmseqs_0509,ECOD_X_208,union_0002
2qmj_A,train,91fd07f12a3dfbe130150ea560292ae1eb0a0df7d3d8060e4f2e3709998cbdfb,870,12,unique_sequence,exact_0529,mmseqs_0511,ECOD_X_12;ECOD_X_2002;ECOD_X_355;ECOD_X_4178,union_0002
2qq4_B,train,9e96574472b2a8988ba97261a6bcd280eca9f3e81aa53334dd18c2f6f98c22df,138,826,unique_sequence,exact_0532,mmseqs_0514,ECOD_X_244,union_0002
2qtd_A,train,9564ee4a9a6f36e0d668d1f99611c8db14d3b7e6c3bd0173fb5f8f718a6c84a4,105,954,unique_sequence,exact_0535,mmseqs_0517,ECOD_X_2484,union_0002
2ra8_A,train,510a36c9534442df5511021b53118ab37dc0555d557130b2a704e2c2b57fbc86,362,183,unique_sequence,exact_0540,mmseqs_0522,ECOD_X_207;ECOD_X_4210,union_0002
2rbk_A,train,d4768b439931cddf6c24ccd616f873e94d68b012f093235d3cebc2acebb8f6ee,261,560,unique_sequence,exact_0541,mmseqs_0523,ECOD_X_2006;ECOD_X_3012,union_0002
2rdi_A,train,25e3dd71480b4486270841f0883a7b9a39b8ed5921febda1978532da5eb76f90,342,313,unique_sequence,exact_0543,mmseqs_0525,ECOD_X_102;ECOD_X_302;ECOD_X_304;ECOD_X_850,union_0002
2rij_A,train,e09a0f27e37ec98666136b2c827d6cfe0624e0a88fed009f460b3577d91e36eb,387,1291,unique_sequence,exact_0545,mmseqs_0527,ECOD_X_208;ECOD_X_3610,union_0002
2rji_A,train,1f7dc28130548aa2f8144163453906f8b56be5ebb131630aca5697de12f2df38,84,1119,unique_sequence,exact_0546,mmseqs_0528,ECOD_X_103,union_0002
2rkq_A,train,9cab37a84527856c9002e352b16f330afd7a2ada188f052a6d0067706cf1999e,169,613,unique_sequence,exact_0548,mmseqs_0529,ECOD_X_285,union_0002
2v4b_B,train,e7300223386d94ec17c50871ffa17e4f4ac173cf1fac6a82276c2e0e091b39e5,300,262,unique_sequence,exact_0555,mmseqs_0536,ECOD_X_2498;ECOD_X_3246,union_0002
2v6a_O,train,05762a86e26a856efba9948d05eeca694a0009f16b1b63c197b317be786881a1,140,621,unique_sequence,exact_0557,mmseqs_0538,ECOD_X_302,union_0002
2vac_A,train,2619388a582881d32ce988e2a1fdc357214fbde5072bef47d22372c2598179d1,134,1318,unique_sequence,exact_0559,mmseqs_0540,ECOD_X_224,union_0002
2vcc_A,train,a25a0f2042b812eece4ce84f59a990cea2a519a5e4f56221746ff1d9866e36c6,891,1014,unique_sequence,exact_0560,mmseqs_0541,ECOD_X_10;ECOD_X_2002;ECOD_X_2498;ECOD_X_4266,union_0002
2vi1_A,train,6bcad70ff1516c363ae23ab0f27390c3a4b12606b909f6d677beee43856c8034,207,23,unique_sequence,exact_0565,mmseqs_0322,ECOD_X_11;ECOD_X_3484,union_0002
2vmc_A,train,5314d61b9780e160e14c9dad7aef7ce73ce8007a87daccaf956d827a4338ab97,257,379,unique_sequence,exact_0569,mmseqs_0549,ECOD_X_10;ECOD_X_4182,union_0002
2w0i_A,train,a5ab8d8a6c39501810cc464cabb5f1543197bffde8b3358f1fff92d865f7abb9,135,598,unique_sequence,exact_0576,mmseqs_0556,ECOD_X_224,union_0002
2w39_A,train,77f9ae693f861ea029ba68730c90c69eab73d3a85f1271f17358bdd96d6364f6,298,1189,unique_sequence,exact_0577,mmseqs_0557,ECOD_X_10,union_0002
2wbf_X,train,a17b28e1bf310f118f7de17bb455bcb6ec4e8968321c307c85ae56bd64ac03cc,265,940,unique_sequence,exact_0585,mmseqs_0565,ECOD_X_219,union_0002
2wcu_A,train,6cc83ffd9bf14c7926e257716052c903fd8b166caaf74eda7f46dc8915b44a42,149,1075,unique_sequence,exact_0586,mmseqs_0566,ECOD_X_301,union_0002
2wkx_A,train,f735654fc79241602967ce9e0128f06fc647069c483d67b25d29867574bf3ced,261,1338,unique_sequence,exact_0588,mmseqs_0568,ECOD_X_144;ECOD_X_285,union_0002
2wn3_C,train,cc74ac344c03ddc46a0fc4165064290649dcf8fc6f4f04b2ffd8e2c2e2ace87f,254,252,unique_sequence,exact_0590,mmseqs_0549,ECOD_X_10;ECOD_X_4182,union_0002
2wr8_A,train,8bde280de6a255147cbbb727e0f92569187078511f3dc3d9f29f52bebc150dc3,259,307,unique_sequence,exact_0594,mmseqs_0572,ECOD_X_1;ECOD_X_7540,union_0002
2wsi_A,train,2932e6b734cd2bcaf9ce4f02dac1a5f722e134e5b8920655d5a62cd5b8f457a1,306,746,unique_sequence,exact_0595,mmseqs_0573,ECOD_X_2005,union_0002
2x96_A,train,dc0cdf4b191584705fb7c124dfaadf60323be5f6450e2d200ae4d91b215274c0,598,620,unique_sequence,exact_0602,mmseqs_0579,ECOD_X_2498,union_0002
2xeu_A,train,b0a8ab71e5ad9342e090f4ff238368b20a76915079cfd84bc47ad871f8f7b8ea,64,415,unique_sequence,exact_0605,mmseqs_0582,ECOD_X_376,union_0002
2xf2_A,train,305f22c03f98fc5f398ea0a358d61a26e4599b081c25f464f54b03bb57ee7483,688,622,unique_sequence,exact_0606,mmseqs_0583,ECOD_X_2007;ECOD_X_4028;ECOD_X_4047;ECOD_X_4048,union_0002
2xpp_A,train,ee1935592d49e5fe9cfe2ecd63da380521bac70ba4554d24b2bbc6c22013335a,145,551,unique_sequence,exact_0611,mmseqs_0588,ECOD_X_611,union_0002
2xu8_B,train,43e142613d35181e40426bf98aec49a6b6805bf1ce58712f3bab7608793d7577,116,375,unique_sequence,exact_0614,mmseqs_0591,ECOD_X_4,union_0002
2xvs_A,train,5f18764c14f5a5ce83352a602b108fc9782c02ce5643db538610bd22f69bba11,166,659,unique_sequence,exact_0615,mmseqs_0592,ECOD_X_2,union_0002
2xz2_A,train,04c85f68999064859e991cec346900ae4bff8cab6516713ab9489d1669701a4e,66,326,unique_sequence,exact_0616,mmseqs_0593,ECOD_X_558,union_0002
2y1q_A,train,707221d97dea63478c63948cec24819ea8588a9d9e7e70331f681fce175ac5ce,150,291,unique_sequence,exact_0618,mmseqs_0595,ECOD_X_148,union_0002
2y3w_A,train,c29af27c77553b69f644c60ec21e903be2527a878426ef653b5bd161920aa960,182,451,unique_sequence,exact_0622,mmseqs_0599,ECOD_X_101;ECOD_X_3939;ECOD_X_719,union_0002
2ycl_A,train,420fbcf1d571642bdc66cd9cf89cea6b5369cf57f9b158eac388f681387a3408,445,677,unique_sequence,exact_0626,mmseqs_0603,ECOD_X_2002;ECOD_X_3858;ECOD_X_7595,union_0002
2yp8_A,train,1ce19ef4e1a58b276256ece2dec15c1c83bb2043634259a41713f334e190a102,503,838,unique_sequence,exact_0629,mmseqs_0606,ECOD_X_10;ECOD_X_3847,union_0002
2yvo_A,train,f6aa0948ec2c34138d0da17e115c6985d78bcac56736f66b0300488360908aa8,182,636,unique_sequence,exact_0631,mmseqs_0608,ECOD_X_221,union_0002
2yxn_A,train,738d802df26ad606f4a20aad9226b5469e7e23b58c2e4a734534fa4e9075e0d5,322,1085,unique_sequence,exact_0633,mmseqs_0610,ECOD_X_2005,union_0002
2z6r_A,train,b23ea371e7dbc32859e83ba1cb3b940f4fc20854177208dd784742660cee2ee8,265,1374,unique_sequence,exact_0638,mmseqs_0614,ECOD_X_1137;ECOD_X_7550,union_0002
2zwd_A,train,c6e432aaa7ff150159057c828d62360341658fc24d7d77b21944a3112ff634ed,281,819,unique_sequence,exact_0643,mmseqs_0619,ECOD_X_146,union_0002
3a1u_A,train,7495376e9b652ce38dc6bcc10d61bfc0cde837aa1fea845b7c4cb33ba20e5025,258,371,unique_sequence,exact_0648,mmseqs_0624,ECOD_X_2004;ECOD_X_3290,union_0002
3a7l_A,train,874ab243d1d3fc2b824adcf67d2b7a725164e078f4a3ad0d3b4b9bcd0fea1cd2,128,1073,unique_sequence,exact_0652,mmseqs_0627,ECOD_X_325,union_0002
3apr_E,train,b825420caab03cb8afd44a623a31d1e79e2504cc0993d398dc981badb41f1d4d,325,422,unique_sequence,exact_0657,mmseqs_0632,ECOD_X_1,union_0002
3b9q_A,train,66296626eea8869e864ba60c9b51c879e73635f512a9c05d070c5efebcbf81db,302,1030,unique_sequence,exact_0661,mmseqs_0635,ECOD_X_181;ECOD_X_2004,union_0002
3c2q_B,train,747efc770e3c03658afb9d12c490fcadc8f732013ea2ad50490458e9c28b0a96,345,862,unique_sequence,exact_0679,mmseqs_0652,ECOD_X_2003;ECOD_X_6073,union_0002
3crv_A,train,8cd8c00f5044ce1b684ff5410d0c5fa03a97f93ab89092c0e501abf51b871ca5,551,951,unique_sequence,exact_0684,mmseqs_0657,ECOD_X_2004;ECOD_X_3636,union_0002
3czz_B,train,8bacb0b11961cca9349f06845028a47accad075238e838fd7799bb0caf91a6d1,101,772,unique_sequence,exact_0688,mmseqs_0661,ECOD_X_705,union_0002
3d2q_A,train,95112920eb87b8a5eff6f65cb1e6b450ad75c5853eff2cf82649e886414c2e63,70,336,unique_sequence,exact_0690,mmseqs_0663,ECOD_X_906,union_0002
3dai_A,train,90b947063061d4b396499ec38038b226dd533bd87bad1f083bdb79fc8393ec1d,130,296,unique_sequence,exact_0695,mmseqs_0668,ECOD_X_633,union_0002
3djl_A,train,3e3ac2e11714fc48faa3c6a4029203f0a875a049bf0318b4d3355ff52a59ce6b,541,156,unique_sequence,exact_0701,mmseqs_0674,ECOD_X_4033;ECOD_X_4052;ECOD_X_633,union_0002
3dnh_B,train,ee09f7638fdec917da611e2faf4037abd520bc97395e2ec8ab3db3715402911d,258,683,unique_sequence,exact_0702,mmseqs_0675,ECOD_X_1;ECOD_X_3270,union_0002
3do6_A,train,f1eac0474f3d9cbb9af3c63bcfea2f55f3d9f90ea7972da1aabfe7bc0d4ecf9a,543,52,unique_sequence,exact_0703,mmseqs_0676,ECOD_X_2004,union_0002
3e4w_B,train,464b63e14f4a482b287981124087133b13ca1ed88f8599838d4efaa41c40be65,320,236,unique_sequence,exact_0709,mmseqs_0682,ECOD_X_4028,union_0002
3ebh_A,train,f69cfae99658080776d0a488cf13537fa0f38e4794fe0a646768787d9d743708,889,206,unique_sequence,exact_0713,mmseqs_0686,ECOD_X_109;ECOD_X_11;ECOD_X_2498;ECOD_X_4081,union_0002
3eh1_A,train,c75c2f7fb22124b2207ef3c612940b379cd8ac5a99968d13d30726652ac589b0,751,877,unique_sequence,exact_0714,mmseqs_0687,ECOD_X_11;ECOD_X_2006;ECOD_X_224;ECOD_X_375;ECOD_X_610,union_0002
3eqx_A,train,45eb95311d6b6900aa9d3985a77b8d37986d4639171dbe165fab490220c33ea1,373,1145,unique_sequence,exact_0719,mmseqs_0692,ECOD_X_101;ECOD_X_4040,union_0002
3eto_A,train,a290216bb2a7cbdffdd6d360af9554b0fbb616318a91d1d3dc80b582a4c8d99e,242,545,unique_sequence,exact_0720,mmseqs_0693,ECOD_X_304;ECOD_X_917,union_0002
3ezu_A,train,d4f00e154fc3c56a2cbc10a651ddc532ae7ad0c5085854bf904f73bc23bbb709,342,66,unique_sequence,exact_0722,mmseqs_0695,ECOD_X_304;ECOD_X_3763,union_0002
3f0o_B,train,bdc2a788c02b3489ff6f18f67e70172dafdaeb6757f209dae0fd813f4c0de75d,212,1120,matched_original_atlas_neq,exact_0723,mmseqs_0696,ECOD_X_101;ECOD_X_4187,union_0002
3f0p_A,train,bdc2a788c02b3489ff6f18f67e70172dafdaeb6757f209dae0fd813f4c0de75d,212,1308,matched_original_atlas_neq,exact_0723,mmseqs_0696,ECOD_X_101;ECOD_X_4187,union_0002
3fh2_A,train,2dd52a0346fcb7c909ed6ea504702157c5a35b394901f763bbacc0a16042d714,146,103,unique_sequence,exact_0728,mmseqs_0595,ECOD_X_148,union_0002
3fhf_A,train,1a62cf357b7540f815b7ff3378b086488bdd1ce27deecaa8273cd488b3f14b2d,214,1260,unique_sequence,exact_0729,mmseqs_0701,ECOD_X_102,union_0002
3fm2_A,train,401dedf6c297fd1f648c8d6e0b95d6cd4c28b05a4ecf813f42a2de36ba17c9f9,135,223,unique_sequence,exact_0732,mmseqs_0704,ECOD_X_4216,union_0002
3fo8_D,train,ce621a074b7ef645c0de81603d82d03eef6783c417d9514c0e56303bcec58962,283,1274,unique_sequence,exact_0734,mmseqs_0706,ECOD_X_10;ECOD_X_4401,union_0002
3g06_A,train,91828cc67cc4d072e46ae704595741c50ab864799f6882104b78e749406ac857,622,1137,unique_sequence,exact_0740,mmseqs_0712,ECOD_X_207;ECOD_X_3330,union_0002
3g0m_A,train,0df8efa83d5717fa116cfcaeb424f0d5d8f86c91613a49c5e3df714e2a6f34b8,141,983,unique_sequence,exact_0741,mmseqs_0713,ECOD_X_244,union_0002
3g3s_B,train,bcf0d1df5e39d96ec94f1696a24ad55f7d300794adfc9adaf21bb6954c030481,249,366,unique_sequence,exact_0743,mmseqs_0715,ECOD_X_213,union_0002
3g5t_A,train,a971641260f07080f86b60f88c42a90368a13085901aaaba74567db5fb73a40e,299,1213,unique_sequence,exact_0745,mmseqs_0716,ECOD_X_2003,union_0002
3g98_B,train,79f36534e0bf8eb9e62babc2c4a839c263668745d301b5a799281c7657bc09d2,111,1169,unique_sequence,exact_0746,mmseqs_0717,ECOD_X_5104,union_0002
3ga3_A,train,07306fda78170cf4bd9189d6dc60fe73095bf27395616b1dfcf4df2ad2aff666,133,575,unique_sequence,exact_0747,mmseqs_0718,ECOD_X_708,union_0002
3gqv_A,train,8a0d91de1da855a2b73d1e3d7e0cbd6c63021cc13e732434e646a59db4e2216b,371,1118,unique_sequence,exact_0753,mmseqs_0724,ECOD_X_2003;ECOD_X_236,union_0002
3gs9_A,train,2b3f476acf0de2e2460bbfcb017ee0ff374223041e022f82393e614ad1ba1c8a,342,920,unique_sequence,exact_0754,mmseqs_0725,ECOD_X_1;ECOD_X_3070;ECOD_X_3071,union_0002
3h1w_A,train,31d6871e14d3553dd48ade05a18ca9c4c9ebf59ded09ae9aea09398ac12d819e,393,1178,unique_sequence,exact_0758,mmseqs_0729,ECOD_X_10;ECOD_X_3691,union_0002
3h5q_A,train,75d3e3a4fa0b84f6862d0a8ef9f2bb8546c6a57ee9c4df41a47a900c9e16e41f,436,540,unique_sequence,exact_0760,mmseqs_0731,ECOD_X_184;ECOD_X_325;ECOD_X_7544,union_0002
3hdj_B,train,997ee3b41064e2b0e6fb019516f9ba19a08a15fd9dfa7d289ddf91ac63f117d3,313,1009,unique_sequence,exact_0763,mmseqs_0734,ECOD_X_2003;ECOD_X_3692,union_0002
3ho6_A,train,ed85819ecbfd13870a80cc33bf016e14ce43ac35606719fbf17e53277b63ebc8,267,271,unique_sequence,exact_0768,mmseqs_0739,ECOD_X_7575,union_0002
3ikw_A,train,4c8d29a44d116d5a0ddac5e7441bb434863510ab07cce4303dc8464b30678ce9,374,1329,unique_sequence,exact_0780,mmseqs_0750,ECOD_X_10;ECOD_X_3299,union_0002
3ilw_A,train,c5f0fe7307410fd34a0eb6f698bdfd02c460839b5a75897c96ce3e5f6799e659,470,748,unique_sequence,exact_0781,mmseqs_0751,ECOD_X_101;ECOD_X_4014;ECOD_X_4016,union_0002
3im1_A,train,322d85476e61ca990f18924515da678d02eca290fbb1549e5678398bd960207c,328,956,unique_sequence,exact_0782,mmseqs_0752,ECOD_X_102;ECOD_X_11;ECOD_X_4156,union_0002
3it4_C,train,33414a4cff5fed2c56314e341eaa903839d39f1848b11f156bae94fc14ac8acd,199,393,unique_sequence,exact_0790,mmseqs_0760,ECOD_X_231,union_0002
3jsy_B,train,10b2caef3904ca14148f6afa61da32294ef6f78e33e655e9a826c7329dd554d6,213,1157,unique_sequence,exact_0791,mmseqs_0761,ECOD_X_304;ECOD_X_3310,union_0002
3ju4_A,train,e15edc3f78d235eebf3145ecf0e937135d6d0fe7893c9e9938dc3bbf5e63665a,670,1389,unique_sequence,exact_0795,mmseqs_0765,ECOD_X_1;ECOD_X_207;ECOD_X_5;ECOD_X_79,union_0002
3kbb_A,train,7a3ab6725798904d4c3f156959113acf36dda1e25a28e35e27f77b690248eac3,216,1044,unique_sequence,exact_0801,mmseqs_0771,ECOD_X_2006,union_0002
3kd4_A,train,92be7092e45b5ea4064a5d400dfa16274dc9f4b95c9d9b3bcbc00c0778ac7e56,506,139,unique_sequence,exact_0803,mmseqs_0773,ECOD_X_219;ECOD_X_3251;ECOD_X_4081,union_0002
3kde_C,train,cab02dc730dfa4d30bb6bad666a0d279e9cf4a3207aaa76029b31d82dbc02fd6,77,600,unique_sequence,exact_0804,mmseqs_0774,ECOD_X_377,union_0002
3klr_A,train,9e49cb15b913100ccdad800efa464bebf4eea4f2fb0099fc3db0f49303e1010f,125,926,unique_sequence,exact_0806,mmseqs_0627,ECOD_X_325,union_0002
3l4h_A,train,16ae7a06e604044a60c79300a52714096546240a10e5a65799f64476c820c03d,109,138,unique_sequence,exact_0813,mmseqs_0781,ECOD_X_3130;ECOD_X_64,union_0002
3l4p_A,train,104e597d7c7e6e79cb7ebe3465cbf192b5283fcf2cbf4c8ef9956b89053047f1,907,80,matched_original_atlas_neq,exact_0264,mmseqs_0262,ECOD_X_179;ECOD_X_221;ECOD_X_231;ECOD_X_325,union_0002
3lae_A,train,e5134ffbc418d625de0820091513d67820ed76bacc9a98effd49a690bfbfb2fc,81,1097,unique_sequence,exact_0817,mmseqs_0785,ECOD_X_217,union_0002
