protein,contact_record_present,mapping_accepted,status,error,mapping_status,alignment_identity,input_coverage,experimental_method,resolution_angstrom,pdb_file,contact_source_json,pdb_atom_count_first_model,water_primary_eligible,water_eligibility_reason,target_chain_ids,n_target_heavy_atoms,n_target_polar_atoms,n_foreign_chain_polar_atoms,n_ordinary_contact_edges,n_nonlocal_contact_edges,n_contact_communities,n_ecod_labeled_residues,n_ecod_domains,all_water_count,occupancy_pass_count,bfactor_pass_count,retained_water_count,excluded_foreign_chain_contact_count,protein_bfactor_median,protein_bfactor_scaled_mad,water_bfactor_limit
2hhv_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.55,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2hhv.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,5909.0,True,eligible,A,4650.0,1694.0,250.0,2855.0,1698.0,10.0,579.0,4.0,637.0,637.0,478.0,347.0,18.0,17.285,6.842199,37.811597
2hng_A,True,True,ok,,aligned,1.0,0.984251968503937,X-RAY DIFFRACTION,1.63,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2hng.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1190.0,True,eligible,A,1020.0,373.0,0.0,553.0,306.0,9.0,124.0,1.0,170.0,170.0,91.0,78.0,0.0,27.09,7.724346000000001,50.263038
2hnu_A,True,True,ok,,aligned,1.0,1.0,X-RAY DIFFRACTION,2.0,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2hnu.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,2982.0,True,eligible,A,558.0,227.0,908.0,416.0,257.0,5.0,81.0,1.0,72.0,72.0,72.0,14.0,7.0,26.615000000000002,8.287734000000002,51.47820200000001
2hq4_A,True,True,ok,,aligned,1.0,0.9813664596273292,X-RAY DIFFRACTION,1.99,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2hq4.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,2903.0,True,eligible,A,1339.0,451.0,453.0,689.0,379.0,14.0,149.0,1.0,214.0,214.0,200.0,79.0,5.0,27.39,10.481982,58.835946
2hqk_A,True,True,ok,,aligned,1.0,0.9638009049773756,X-RAY DIFFRACTION,1.19,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2hqk.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,2058.0,True,eligible,A,1694.0,606.0,0.0,1095.0,675.0,8.0,213.0,1.0,336.0,335.0,109.0,86.0,0.0,18.84,4.618298999999999,32.694897
2hu9_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.78,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2hu9.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,2224.0,True,eligible,A,1037.0,377.0,374.0,629.0,372.0,7.0,130.0,2.0,140.0,140.0,135.0,50.0,7.0,33.12,9.458988000000003,61.496964000000006
2hxm_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.3,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2hxm.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,2148.0,True,eligible,A,1808.0,640.0,0.0,1093.0,650.0,8.0,223.0,1.0,315.0,315.0,120.0,103.0,0.0,10.08,2.7205709999999996,18.241712999999997
2hy5_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.72,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2hy5.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,3215.0,True,eligible,A,1030.0,386.0,669.0,635.0,378.0,7.0,130.0,1.0,347.0,347.0,120.0,42.0,11.0,10.5,4.129040999999999,22.887122999999995
2hyv_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.42,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2hyv.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,3086.0,True,eligible,A,2478.0,923.0,0.0,1456.0,843.0,9.0,308.0,4.0,518.0,518.0,248.0,201.0,0.0,17.435000000000002,5.596815000000003,34.22544500000001
2i2f_A,True,True,ok,,aligned,1.0,0.9632352941176471,X-RAY DIFFRACTION,1.9,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2i2f.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,2165.0,True,eligible,A,2051.0,736.0,0.0,1301.0,784.0,10.0,262.0,2.0,59.0,59.0,48.0,44.0,0.0,24.21,2.149769999999999,30.659309999999998
2i5u_A,True,True,ok,,aligned,1.0,0.927710843373494,X-RAY DIFFRACTION,1.5,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2i5u.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,720.0,True,eligible,A,625.0,226.0,0.0,344.0,193.0,5.0,74.0,1.0,94.0,94.0,24.0,23.0,0.0,20.0,4.07715,32.231449999999995
2i5v_O,True,True,ok,,aligned,1.0,0.9800796812749004,X-RAY DIFFRACTION,1.1,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2i5v.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,2221.0,True,eligible,O,1817.0,693.0,0.0,1225.0,736.0,8.0,246.0,1.0,378.0,378.0,105.0,101.0,0.0,9.81,2.253551999999999,16.570656
2i7c_C,True,True,ok,,aligned,1.0,0.9929328621908127,X-RAY DIFFRACTION,1.71,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2i7c.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,7463.0,True,eligible,C,2254.0,791.0,1579.0,1412.0,853.0,7.0,281.0,2.0,571.0,571.0,183.0,90.0,8.0,19.2,3.7658039999999984,30.497411999999994
2i9w_A,True,True,ok,,aligned,1.0,0.9619565217391305,X-RAY DIFFRACTION,1.75,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2i9w.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,1500.0,True,eligible,A,1370.0,483.0,0.0,814.0,466.0,14.0,177.0,3.0,127.0,127.0,70.0,61.0,0.0,23.0,4.833276000000002,37.49982800000001
2i9x_A,True,True,ok,,aligned,1.0,0.9885057471264368,X-RAY DIFFRACTION,1.8,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2i9x.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1529.0,True,eligible,A,681.0,254.0,240.0,379.0,210.0,8.0,84.0,1.0,155.0,155.0,99.0,39.0,3.0,21.02,6.8347859999999985,41.52435799999999
2ia1_A,True,True,ok,,aligned,1.0,0.949438202247191,X-RAY DIFFRACTION,1.59,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2ia1.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,3398.0,True,eligible,A,1466.0,506.0,510.0,717.0,387.0,12.0,165.0,1.0,439.0,439.0,190.0,82.0,12.0,31.0,2.6242020000000017,38.872606000000005
2iay_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.2,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2iay.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1086.0,True,eligible,A,885.0,318.0,0.0,533.0,308.0,5.0,113.0,1.0,195.0,195.0,57.0,47.0,0.0,9.83,2.9948520000000007,18.814556000000003
2id6_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.75,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2id6.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1793.0,True,eligible,A,1638.0,562.0,0.0,883.0,482.0,10.0,200.0,2.0,151.0,151.0,87.0,75.0,0.0,31.275,4.180932000000003,43.81779600000001
2ie6_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.83,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2ie6.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,2655.0,True,eligible,A,2504.0,932.0,0.0,1512.0,879.0,10.0,318.0,4.0,124.0,124.0,122.0,110.0,0.0,25.12,8.094996,49.404988
2igi_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.7,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2igi.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,3376.0,True,eligible,A,1457.0,536.0,533.0,864.0,507.0,9.0,180.0,1.0,419.0,419.0,182.0,80.0,10.0,13.5,4.59606,27.288179999999997
2igp_A,True,True,ok,,aligned,1.0,0.95,X-RAY DIFFRACTION,1.8,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2igp.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,1007.0,True,eligible,A,927.0,316.0,0.0,470.0,245.0,14.0,109.0,1.0,72.0,72.0,48.0,43.0,0.0,14.29,4.625711999999998,28.167135999999992
2ii1_D,True,True,ok,,aligned,1.0,0.9867109634551495,X-RAY DIFFRACTION,1.95,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2ii1.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,9205.0,True,eligible,D,2189.0,791.0,2318.0,1618.0,1027.0,10.0,297.0,2.0,443.0,443.0,250.0,60.0,8.0,12.85,4.462625999999999,26.237877999999995
2imf_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.3,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2imf.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,1943.0,True,eligible,A,1630.0,582.0,0.0,949.0,546.0,9.0,203.0,2.0,249.0,249.0,117.0,90.0,0.0,16.755000000000003,4.796211000000004,31.143633000000015
2ims_A,True,True,ok,,aligned,1.0,0.9532163742690059,X-RAY DIFFRACTION,1.48,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2ims.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1453.0,True,eligible,A,1300.0,467.0,0.0,761.0,438.0,9.0,163.0,1.0,152.0,152.0,108.0,87.0,0.0,18.535,6.908916000000001,39.261748000000004
2in8_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.7,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2in8.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,1199.0,True,eligible,A,1080.0,402.0,0.0,722.0,447.0,7.0,139.0,1.0,114.0,114.0,69.0,61.0,0.0,25.335,4.825863000000004,39.81258900000001
2inc_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.85,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2inc.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,7721.0,True,eligible,A,4018.0,1453.0,1218.0,2389.0,1410.0,17.0,491.0,1.0,365.0,365.0,345.0,160.0,31.0,40.02,7.279566000000005,61.85869800000002
2it2_B,True,True,ok,,aligned,1.0,0.98,X-RAY DIFFRACTION,1.5,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2it2.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,3446.0,True,eligible,B,1593.0,567.0,533.0,953.0,567.0,6.0,196.0,1.0,314.0,314.0,138.0,69.0,5.0,20.86,6.212093999999996,39.49628199999999
2ixm_A,True,True,ok,,aligned,1.0,0.9900990099009901,X-RAY DIFFRACTION,1.5,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2ixm.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,2673.0,True,eligible,A,2431.0,848.0,0.0,1446.0,849.0,12.0,300.0,1.0,242.0,242.0,211.0,177.0,0.0,10.02,5.159447999999999,25.498343999999996
2j6a_A,True,True,ok,,aligned,1.0,0.9645390070921985,X-RAY DIFFRACTION,1.7,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2j6a.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1215.0,True,eligible,A,1065.0,387.0,0.0,590.0,323.0,11.0,136.0,1.0,145.0,145.0,94.0,80.0,0.0,14.79,5.100144000000002,30.090432000000007
2j6b_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.3,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2j6b.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1171.0,True,eligible,A,866.0,305.0,0.0,489.0,274.0,11.0,109.0,1.0,305.0,305.0,53.0,48.0,0.0,8.975000000000001,3.1950030000000016,18.560009000000008
2j7z_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.95,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2j7z.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,1217.0,True,eligible,A,559.0,203.0,203.0,256.0,123.0,9.0,67.0,1.0,99.0,99.0,91.0,42.0,7.0,34.25,10.066853999999998,64.45056199999999
2jc5_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.5,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2jc5.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,5086.0,True,eligible,A,2073.0,749.0,0.0,1343.0,828.0,6.0,259.0,1.0,313.0,313.0,102.0,95.0,0.0,9.5,3.3655019999999993,19.596505999999998
2jdd_A,True,True,ok,,aligned,1.0,0.9931506849315068,X-RAY DIFFRACTION,1.6,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2jdd.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1357.0,True,eligible,A,1161.0,426.0,0.0,672.0,385.0,11.0,145.0,1.0,129.0,128.0,94.0,87.0,0.0,14.1,5.530097999999998,30.690293999999994
2jek_A,True,True,ok,,aligned,1.0,0.9655172413793104,X-RAY DIFFRACTION,1.38,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2jek.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1287.0,True,eligible,A,1109.0,402.0,0.0,644.0,367.0,9.0,140.0,1.0,161.0,161.0,51.0,47.0,0.0,11.45,4.269887999999998,24.259663999999994
2jft_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.08,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2jft.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,2132.0,True,eligible,A,1706.0,653.0,0.0,1268.0,803.0,9.0,234.0,1.0,415.0,414.0,95.0,92.0,0.0,14.785,3.8102820000000004,26.215846
2jh3_B,True,True,ok,,aligned,1.0,0.9683544303797469,X-RAY DIFFRACTION,1.9,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2jh3.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,14998.0,True,eligible,B,3502.0,1314.0,3930.0,2267.0,1355.0,16.0,459.0,3.0,984.0,984.0,984.0,160.0,14.0,38.760000000000005,17.939459999999997,92.57838
2jhf_B,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.0,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2jhf.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,6911.0,True,eligible,B,2785.0,1016.0,1016.0,1971.0,1226.0,11.0,374.0,2.0,1241.0,1241.0,336.0,125.0,16.0,13.78,3.7065000000000023,24.899500000000007
2jlq_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.67,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2jlq.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,3946.0,True,eligible,A,3591.0,1329.0,0.0,2163.0,1264.0,24.0,451.0,3.0,348.0,348.0,234.0,212.0,0.0,26.95,4.685016,41.005048
2lis_A,True,True,ok,,aligned,1.0,0.9632352941176471,X-RAY DIFFRACTION,1.35,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2lis.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1388.0,True,eligible,A,1104.0,381.0,0.0,564.0,305.0,10.0,131.0,1.0,284.0,284.0,74.0,59.0,0.0,12.22,3.4989360000000014,22.716808000000007
2nml_A,True,True,ok,,aligned,1.0,0.9615384615384616,X-RAY DIFFRACTION,1.55,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2nml.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,946.0,True,eligible,A,816.0,300.0,0.0,433.0,236.0,11.0,100.0,1.0,130.0,130.0,75.0,59.0,0.0,21.93,7.553847,44.591541
2nnu_A,True,True,ok,,aligned,1.0,0.9804878048780488,X-RAY DIFFRACTION,1.59,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2nnu.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,2027.0,True,eligible,A,1653.0,598.0,58.0,921.0,522.0,11.0,200.0,2.0,210.0,210.0,131.0,106.0,2.0,21.23,6.686525999999997,41.28957799999999
2nqw_A,True,True,ok,,aligned,1.0,0.9354838709677419,X-RAY DIFFRACTION,1.3,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2nqw.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,906.0,True,eligible,A,709.0,247.0,0.0,383.0,212.0,6.0,87.0,1.0,185.0,185.0,34.0,32.0,0.0,10.88,2.5204199999999988,18.441259999999996
2nsa_A,True,True,ok,,aligned,1.0,0.9823529411764705,X-RAY DIFFRACTION,1.7,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2nsa.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1629.0,True,eligible,A,1406.0,522.0,0.0,721.0,393.0,6.0,167.0,1.0,208.0,208.0,175.0,126.0,0.0,25.595,10.800741,57.997223
2nug_B,True,True,ok,,aligned,1.0,0.9864253393665159,X-RAY DIFFRACTION,1.7,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2nug.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,5031.0,True,eligible,B,1820.0,635.0,1108.0,1022.0,589.0,11.0,216.0,2.0,445.0,443.0,390.0,92.0,37.0,26.994999999999997,9.370031999999995,55.10509599999998
2nuk_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.2,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2nuk.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,2302.0,True,eligible,A,1063.0,395.0,0.0,698.0,419.0,9.0,141.0,2.0,198.0,198.0,32.0,31.0,0.0,7.45,2.3276820000000003,14.433046000000001
2nwv_A,True,True,ok,,aligned,1.0,0.9824561403508771,X-RAY DIFFRACTION,1.85,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/2nwv.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,998.0,True,eligible,A,922.0,330.0,0.0,496.0,275.0,10.0,112.0,1.0,76.0,76.0,46.0,43.0,0.0,22.7,5.670944999999999,39.712835
